Department	vote	App id	MCOA id	Description	Revenue Type	Functional Classification	Amount ($000)	Year	Amount_Type_Desc	Periodicity
Ministry for Culture and Heritage	Arts, Culture and Heritage	8731	8731	Broadcasting Standards Authority - Costs Awarded to Crown	Non-Tax Revenue	No Functional Classification	14	2011	Actuals	A
Ministry for Culture and Heritage	Arts, Culture and Heritage	8731	8731	Broadcasting Standards Authority - Costs Awarded to Crown	Non-Tax Revenue	No Functional Classification	7	2012	Estimated Actual	A
Ministry for Culture and Heritage	Arts, Culture and Heritage	9597	9597	London Memorial - Return of funds	Non-Tax Revenue	No Functional Classification	196	2009	Actuals	A
Ministry for Culture and Heritage	Sport and Recreation	9370	9370	SPARC - Return Funds Held on Behalf of the Crown	Non-Tax Revenue	No Functional Classification	6490	2008	Actuals	A
New Zealand Customs Service	Customs	179	179	Customs Duty	Tax Revenue	No Functional Classification	1857406	2008	Actuals	A
New Zealand Customs Service	Customs	179	179	Customs Duty	Tax Revenue	No Functional Classification	1879811	2009	Actuals	A
New Zealand Customs Service	Customs	179	179	Customs Duty	Tax Revenue	No Functional Classification	1873112	2010	Actuals	A
New Zealand Customs Service	Customs	179	179	Customs Duty	Tax Revenue	No Functional Classification	1916354	2011	Actuals	A
New Zealand Customs Service	Customs	179	179	Customs Duty	Tax Revenue	No Functional Classification	1989000	2012	Estimated Actual	A
New Zealand Customs Service	Customs	179	179	Customs Duty	Tax Revenue	No Functional Classification	2037000	2013	Main Estimates	A
New Zealand Customs Service	Customs	180	180	Excise Duty	Tax Revenue	No Functional Classification	1585944	2008	Actuals	A
New Zealand Customs Service	Customs	180	180	Excise Duty	Tax Revenue	No Functional Classification	1604066	2009	Actuals	A
New Zealand Customs Service	Customs	180	180	Excise Duty	Tax Revenue	No Functional Classification	1654251	2010	Actuals	A
New Zealand Customs Service	Customs	180	180	Excise Duty	Tax Revenue	No Functional Classification	1760254	2011	Actuals	A
New Zealand Customs Service	Customs	180	180	Excise Duty	Tax Revenue	No Functional Classification	1839000	2012	Estimated Actual	A
New Zealand Customs Service	Customs	180	180	Excise Duty	Tax Revenue	No Functional Classification	1899000	2013	Main Estimates	A
New Zealand Customs Service	Customs	181	181	Goods and Services Tax	Tax Revenue	No Functional Classification	5812330	2008	Actuals	A
New Zealand Customs Service	Customs	181	181	Goods and Services Tax	Tax Revenue	No Functional Classification	6056358	2009	Actuals	A
New Zealand Customs Service	Customs	181	181	Goods and Services Tax	Tax Revenue	No Functional Classification	5249363	2010	Actuals	A
New Zealand Customs Service	Customs	181	181	Goods and Services Tax	Tax Revenue	No Functional Classification	6886143	2011	Actuals	A
New Zealand Customs Service	Customs	181	181	Goods and Services Tax	Tax Revenue	No Functional Classification	7819000	2012	Estimated Actual	A
New Zealand Customs Service	Customs	181	181	Goods and Services Tax	Tax Revenue	No Functional Classification	8280000	2013	Main Estimates	A
New Zealand Customs Service	Customs	182	182	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	135	2008	Actuals	A
New Zealand Customs Service	Customs	182	182	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	80	2009	Actuals	A
New Zealand Customs Service	Customs	182	182	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	192	2010	Actuals	A
New Zealand Customs Service	Customs	182	182	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	92	2011	Actuals	A
New Zealand Customs Service	Customs	182	182	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	80	2012	Estimated Actual	A
New Zealand Customs Service	Customs	182	182	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	80	2013	Main Estimates	A
New Zealand Customs Service	Customs	8473	8473	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	135	2008	Actuals	A
New Zealand Customs Service	Customs	8473	8473	Sale of Seized Goods	Non-Tax Revenue	No Functional Classification	30	2009	Actuals	A
Ministry of Defence	Defence	191	191	Crown Interest	Non-Tax Revenue	No Functional Classification	578	2008	Actuals	A
Ministry of Defence	Defence	191	191	Crown Interest	Non-Tax Revenue	No Functional Classification	152	2009	Actuals	A
Ministry of Defence	Defence	191	191	Crown Interest	Non-Tax Revenue	No Functional Classification	251	2010	Actuals	A
Ministry of Defence	Defence	191	191	Crown Interest	Non-Tax Revenue	No Functional Classification	31	2011	Actuals	A
Ministry of Defence	Defence	191	191	Crown Interest	Non-Tax Revenue	No Functional Classification	100	2012	Estimated Actual	A
Ministry of Defence	Defence	191	191	Crown Interest	Non-Tax Revenue	No Functional Classification	100	2013	Main Estimates	A
Ministry of Defence	Defence	192	192	Defence Equipment	Capital Receipts	No Functional Classification	253230	2008	Actuals	A
Ministry of Defence	Defence	192	192	Defence Equipment	Capital Receipts	No Functional Classification	228583	2009	Actuals	A
Ministry of Defence	Defence	192	192	Defence Equipment	Capital Receipts	No Functional Classification	174118	2010	Actuals	A
Ministry of Defence	Defence	192	192	Defence Equipment	Capital Receipts	No Functional Classification	135797	2011	Actuals	A
Ministry of Defence	Defence	192	192	Defence Equipment	Capital Receipts	No Functional Classification	154331	2012	Estimated Actual	A
Ministry of Defence	Defence	192	192	Defence Equipment	Capital Receipts	No Functional Classification	172306	2013	Main Estimates	A
Ministry of Education 	Education	284	284	Charter Fees Early Childhood Education	Non-Tax Revenue	No Functional Classification	35	2008	Actuals	A
Ministry of Education 	Education	284	284	Charter Fees Early Childhood Education	Non-Tax Revenue	No Functional Classification	26	2009	Actuals	A
Ministry of Education 	Education	285	285	Education Residual Management Unit Receipts	Non-Tax Revenue	No Functional Classification	28	2008	Actuals	A
Ministry of Education 	Education	287	287	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	442	2008	Actuals	A
Ministry of Education 	Education	287	287	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	1566	2009	Actuals	A
Ministry of Education 	Education	287	287	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	1734	2010	Actuals	A
Ministry of Education 	Education	287	287	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	23062	2011	Actuals	A
Ministry of Education 	Education	287	287	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	617	2012	Estimated Actual	A
Ministry of Education 	Education	287	287	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	350	2013	Main Estimates	A
Ministry of Education 	Education	288	288	Overseas Students' Fees	Non-Tax Revenue	No Functional Classification	5303	2008	Actuals	A
Ministry of Education 	Education	288	288	Overseas Students' Fees	Non-Tax Revenue	No Functional Classification	6116	2009	Actuals	A
Ministry of Education 	Education	288	288	Overseas Students' Fees	Non-Tax Revenue	No Functional Classification	6102	2010	Actuals	A
Ministry of Education 	Education	288	288	Overseas Students' Fees	Non-Tax Revenue	No Functional Classification	3536	2011	Actuals	A
Ministry of Education 	Education	288	288	Overseas Students' Fees	Non-Tax Revenue	No Functional Classification	3757	2012	Estimated Actual	A
Ministry of Education 	Education	288	288	Overseas Students' Fees	Non-Tax Revenue	No Functional Classification	3757	2013	Main Estimates	A
Ministry of Education 	Education	289	289	Payroll Receipts	Non-Tax Revenue	No Functional Classification	25	2012	Estimated Actual	A
Ministry of Education 	Education	289	289	Payroll Receipts	Non-Tax Revenue	No Functional Classification	25	2013	Main Estimates	A
Ministry of Education 	Education	290	290	Roll Audit and Staffing Recoveries	Non-Tax Revenue	No Functional Classification	279	2008	Actuals	A
Ministry of Education 	Education	290	290	Roll Audit and Staffing Recoveries	Non-Tax Revenue	No Functional Classification	421	2009	Actuals	A
Ministry of Education 	Education	290	290	Roll Audit and Staffing Recoveries	Non-Tax Revenue	No Functional Classification	1101	2010	Actuals	A
Ministry of Education 	Education	290	290	Roll Audit and Staffing Recoveries	Non-Tax Revenue	No Functional Classification	57	2011	Actuals	A
Ministry of Education 	Education	290	290	Roll Audit and Staffing Recoveries	Non-Tax Revenue	No Functional Classification	110	2012	Estimated Actual	A
Ministry of Education 	Education	290	290	Roll Audit and Staffing Recoveries	Non-Tax Revenue	No Functional Classification	110	2013	Main Estimates	A
Ministry of Education 	Education	3321	3321	Crown Entity Recoveries	Non-Tax Revenue	No Functional Classification	5933	2008	Actuals	A
Ministry of Education 	Education	3321	3321	Crown Entity Recoveries	Non-Tax Revenue	No Functional Classification	9979	2009	Actuals	A
Ministry of Education 	Education	3321	3321	Crown Entity Recoveries	Non-Tax Revenue	No Functional Classification	45198	2010	Actuals	A
Ministry of Education 	Education	3321	3321	Crown Entity Recoveries	Non-Tax Revenue	No Functional Classification	14441	2011	Actuals	A
Ministry of Education 	Education	7040	7040	Tertiary Investments - Interest	Non-Tax Revenue	No Functional Classification	619	2008	Actuals	A
Ministry of Education 	Education	7040	7040	Tertiary Investments - Interest	Non-Tax Revenue	No Functional Classification	1674	2009	Actuals	A
Ministry of Education 	Education	7040	7040	Tertiary Investments - Interest	Non-Tax Revenue	No Functional Classification	46	2010	Actuals	A
Ministry of Education 	Education	7040	7040	Tertiary Investments - Interest	Non-Tax Revenue	No Functional Classification	41	2011	Actuals	A
Ministry of Education 	Education	7040	7040	Tertiary Investments - Interest	Non-Tax Revenue	No Functional Classification	122	2012	Estimated Actual	A
Ministry of Education 	Education	7040	7040	Tertiary Investments - Interest	Non-Tax Revenue	No Functional Classification	122	2013	Main Estimates	A
Ministry of Education 	Education	7756	7756	Export Education Levies	Non-Tax Revenue	No Functional Classification	4320	2008	Actuals	A
Ministry of Education 	Education	7756	7756	Export Education Levies	Non-Tax Revenue	No Functional Classification	3097	2009	Actuals	A
Ministry of Education 	Education	7756	7756	Export Education Levies	Non-Tax Revenue	No Functional Classification	3019	2010	Actuals	A
Ministry of Education 	Education	7756	7756	Export Education Levies	Non-Tax Revenue	No Functional Classification	3311	2011	Actuals	A
Ministry of Education 	Education	7756	7756	Export Education Levies	Non-Tax Revenue	No Functional Classification	3521	2012	Estimated Actual	A
Ministry of Education 	Education	7756	7756	Export Education Levies	Non-Tax Revenue	No Functional Classification	3521	2013	Main Estimates	A
Ministry of Education 	Education	8767	8767	State Sector Retirement Savings Scheme Recoveries	Non-Tax Revenue	No Functional Classification	44483	2008	Actuals	A
Ministry of Education 	Education	8767	8767	State Sector Retirement Savings Scheme Recoveries	Non-Tax Revenue	No Functional Classification	50855	2009	Actuals	A
Ministry of Education 	Education	8767	8767	State Sector Retirement Savings Scheme Recoveries	Non-Tax Revenue	No Functional Classification	55179	2010	Actuals	A
Ministry of Education 	Education	8767	8767	State Sector Retirement Savings Scheme Recoveries	Non-Tax Revenue	No Functional Classification	54107	2011	Actuals	A
Ministry of Education 	Education	8767	8767	State Sector Retirement Savings Scheme Recoveries	Non-Tax Revenue	No Functional Classification	64330	2012	Estimated Actual	A
Ministry of Education 	Education	294	294	Asset Sales	Capital Receipts	No Functional Classification	2855	2008	Actuals	A
Ministry of Education 	Education	294	294	Asset Sales	Capital Receipts	No Functional Classification	569	2009	Actuals	A
Ministry of Education 	Education	294	294	Asset Sales	Capital Receipts	No Functional Classification	2338	2010	Actuals	A
Ministry of Education 	Education	294	294	Asset Sales	Capital Receipts	No Functional Classification	1554	2011	Actuals	A
Ministry of Education 	Education	5541	5541	School Support Recovery	Capital Receipts	No Functional Classification	1116	2008	Actuals	A
Ministry of Education 	Education	7039	7039	Tertiary Investments - Repayments	Capital Receipts	No Functional Classification	6802	2008	Actuals	A
Ministry of Education 	Education	7039	7039	Tertiary Investments - Repayments	Capital Receipts	No Functional Classification	22621	2009	Actuals	A
Ministry of Education 	Education	7039	7039	Tertiary Investments - Repayments	Capital Receipts	No Functional Classification	1000	2010	Actuals	A
Ministry of Education 	Tertiary Education	10121	10121	Tertiary Recoveries	Non-Tax Revenue	No Functional Classification	11055	2012	Estimated Actual	A
Ministry for the Environment	Environment	312	312	Coastal Royalties	Non-Tax Revenue	No Functional Classification	676	2008	Actuals	A
Ministry for the Environment	Environment	312	312	Coastal Royalties	Non-Tax Revenue	No Functional Classification	578	2009	Actuals	A
Ministry for the Environment	Environment	312	312	Coastal Royalties	Non-Tax Revenue	No Functional Classification	533	2010	Actuals	A
Ministry for the Environment	Environment	312	312	Coastal Royalties	Non-Tax Revenue	No Functional Classification	341	2011	Actuals	A
Ministry for the Environment	Environment	312	312	Coastal Royalties	Non-Tax Revenue	No Functional Classification	600	2012	Estimated Actual	A
Ministry for the Environment	Environment	312	312	Coastal Royalties	Non-Tax Revenue	No Functional Classification	400	2013	Main Estimates	A
Ministry for the Environment	Environment	9519	9519	Waste Disposal Levy	Non-Tax Revenue	No Functional Classification	24973	2010	Actuals	A
Ministry for the Environment	Environment	9519	9519	Waste Disposal Levy	Non-Tax Revenue	No Functional Classification	25037	2011	Actuals	A
Ministry for the Environment	Environment	9519	9519	Waste Disposal Levy	Non-Tax Revenue	No Functional Classification	26000	2012	Estimated Actual	A
Ministry for the Environment	Environment	9519	9519	Waste Disposal Levy	Non-Tax Revenue	No Functional Classification	26000	2013	Main Estimates	A
Ministry for the Environment	Environment	10618	10618	Emissions Trading	Non-Tax Revenue	No Functional Classification	311362	2013	Main Estimates	A
Ministry for the Environment	Environment	314	314	Catchment Works Loans - Principal	Capital Receipts	No Functional Classification	643	2008	Actuals	A
Ministry for the Environment	Climate Change	9291	9291	Emissions Trading	Non-Tax Revenue	No Functional Classification	325968	2011	Actuals	A
Ministry for the Environment	Climate Change	9291	9291	Emissions Trading	Non-Tax Revenue	No Functional Classification	190738	2012	Estimated Actual	A
Ministry for the Environment	Climate Change	9374	9374	Revision in Forecast Carbon Units under Kyoto Protocol	Non-Tax Revenue	No Functional Classification	368103	2008	Actuals	A
Ministry for the Environment	Climate Change	9374	9374	Revision in Forecast Carbon Units under Kyoto Protocol	Non-Tax Revenue	No Functional Classification	809798	2009	Actuals	A
Ministry for the Environment	Climate Change	9374	9374	Revision in Forecast Carbon Units under Kyoto Protocol	Non-Tax Revenue	No Functional Classification	64015	2010	Actuals	A
Ministry for the Environment	Climate Change	9374	9374	Revision in Forecast Carbon Units under Kyoto Protocol	Non-Tax Revenue	No Functional Classification	205627	2011	Actuals	A
Ministry for the Environment	Climate Change	9374	9374	Revision in Forecast Carbon Units under Kyoto Protocol	Non-Tax Revenue	No Functional Classification	20436	2012	Estimated Actual	A
Ministry for the Environment	Climate Change	10299	10299	Emissions Trading Scheme Penalty Revenue	Non-Tax Revenue	No Functional Classification	4500	2012	Estimated Actual	A
Ministry for the Environment	Climate Change	7405	7405	Crown Energy Efficiency Loans	Capital Receipts	No Functional Classification	1377	2008	Actuals	A
Ministry of Foreign Affairs and Trade	Foreign Affairs and Trade	338	338	Crown Recoveries	Non-Tax Revenue	No Functional Classification	22	2008	Actuals	A
Ministry of Foreign Affairs and Trade	Foreign Affairs and Trade	338	338	Crown Recoveries	Non-Tax Revenue	No Functional Classification	174	2009	Actuals	A
Ministry of Foreign Affairs and Trade	Foreign Affairs and Trade	338	338	Crown Recoveries	Non-Tax Revenue	No Functional Classification	71	2010	Actuals	A
Ministry of Foreign Affairs and Trade	Foreign Affairs and Trade	338	338	Crown Recoveries	Non-Tax Revenue	No Functional Classification	23	2011	Actuals	A
Ministry of Foreign Affairs and Trade	Foreign Affairs and Trade	9274	9274	Fringe Benefit Tax Refund	Non-Tax Revenue	No Functional Classification	1466	2008	Actuals	A
Ministry of Health	Health	397	397	ACC - Reimbursement of Motor Vehicle-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	53554	2008	Actuals	A
Ministry of Health	Health	397	397	ACC - Reimbursement of Motor Vehicle-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	49791	2009	Actuals	A
Ministry of Health	Health	397	397	ACC - Reimbursement of Motor Vehicle-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	52253	2010	Actuals	A
Ministry of Health	Health	397	397	ACC - Reimbursement of Motor Vehicle-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	52660	2011	Actuals	A
Ministry of Health	Health	397	397	ACC - Reimbursement of Motor Vehicle-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	64256	2012	Estimated Actual	A
Ministry of Health	Health	397	397	ACC - Reimbursement of Motor Vehicle-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	66359	2013	Main Estimates	A
Ministry of Health	Health	398	398	ACC - Reimbursement of Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	19005	2008	Actuals	A
Ministry of Health	Health	398	398	ACC - Reimbursement of Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	19108	2009	Actuals	A
Ministry of Health	Health	398	398	ACC - Reimbursement of Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	20050	2010	Actuals	A
Ministry of Health	Health	398	398	ACC - Reimbursement of Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	20820	2011	Actuals	A
Ministry of Health	Health	398	398	ACC - Reimbursement of Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	27060	2012	Estimated Actual	A
Ministry of Health	Health	398	398	ACC - Reimbursement of Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	27948	2013	Main Estimates	A
Ministry of Health	Health	401	401	Residual Health Management Rental	Non-Tax Revenue	No Functional Classification	599	2008	Actuals	A
Ministry of Health	Health	401	401	Residual Health Management Rental	Non-Tax Revenue	No Functional Classification	637	2009	Actuals	A
Ministry of Health	Health	401	401	Residual Health Management Rental	Non-Tax Revenue	No Functional Classification	632	2010	Actuals	A
Ministry of Health	Health	401	401	Residual Health Management Rental	Non-Tax Revenue	No Functional Classification	695	2011	Actuals	A
Ministry of Health	Health	401	401	Residual Health Management Rental	Non-Tax Revenue	No Functional Classification	651	2012	Estimated Actual	A
Ministry of Health	Health	401	401	Residual Health Management Rental	Non-Tax Revenue	No Functional Classification	164	2013	Main Estimates	A
Ministry of Health	Health	1250	1250	Miscellaneous	Non-Tax Revenue	No Functional Classification	12	2008	Actuals	A
Ministry of Health	Health	1250	1250	Miscellaneous	Non-Tax Revenue	No Functional Classification	1800	2012	Estimated Actual	A
Ministry of Health	Health	3986	3986	ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	69782	2008	Actuals	A
Ministry of Health	Health	3986	3986	ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	74499	2009	Actuals	A
Ministry of Health	Health	3986	3986	ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	78173	2010	Actuals	A
Ministry of Health	Health	3986	3986	ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	81526	2011	Actuals	A
Ministry of Health	Health	3986	3986	ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	77564	2012	Estimated Actual	A
Ministry of Health	Health	3986	3986	ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs	Non-Tax Revenue	No Functional Classification	80104	2013	Main Estimates	A
Ministry of Health	Health	5936	5936	ACC - Reimbursement of Non-Earners Account	Non-Tax Revenue	No Functional Classification	205611	2008	Actuals	A
Ministry of Health	Health	5936	5936	ACC - Reimbursement of Non-Earners Account	Non-Tax Revenue	No Functional Classification	231073	2009	Actuals	A
Ministry of Health	Health	5936	5936	ACC - Reimbursement of Non-Earners Account	Non-Tax Revenue	No Functional Classification	242598	2010	Actuals	A
Ministry of Health	Health	5936	5936	ACC - Reimbursement of Non-Earners Account	Non-Tax Revenue	No Functional Classification	253587	2011	Actuals	A
Ministry of Health	Health	5936	5936	ACC - Reimbursement of Non-Earners Account	Non-Tax Revenue	No Functional Classification	255519	2012	Estimated Actual	A
Ministry of Health	Health	5936	5936	ACC - Reimbursement of Non-Earners Account	Non-Tax Revenue	No Functional Classification	263868	2013	Main Estimates	A
Ministry of Health	Health	7435	7435	ACC - Reimbursement of Self-Employed Public Hospital Costs	Non-Tax Revenue	No Functional Classification	4487	2008	Actuals	A
Ministry of Health	Health	7435	7435	ACC - Reimbursement of Self-Employed Public Hospital Costs	Non-Tax Revenue	No Functional Classification	4366	2009	Actuals	A
Ministry of Health	Health	7435	7435	ACC - Reimbursement of Self-Employed Public Hospital Costs	Non-Tax Revenue	No Functional Classification	4581	2010	Actuals	A
Ministry of Health	Health	7435	7435	ACC - Reimbursement of Self-Employed Public Hospital Costs	Non-Tax Revenue	No Functional Classification	4791	2011	Actuals	A
Ministry of Health	Health	7435	7435	ACC - Reimbursement of Self-Employed Public Hospital Costs	Non-Tax Revenue	No Functional Classification	7388	2012	Estimated Actual	A
Ministry of Health	Health	7435	7435	ACC - Reimbursement of Self-Employed Public Hospital Costs	Non-Tax Revenue	No Functional Classification	7630	2013	Main Estimates	A
Ministry of Health	Health	7436	7436	Payment of Capital Charge by DHBs	Non-Tax Revenue	No Functional Classification	176115	2008	Actuals	A
Ministry of Health	Health	7436	7436	Payment of Capital Charge by DHBs	Non-Tax Revenue	No Functional Classification	151159	2009	Actuals	A
Ministry of Health	Health	7436	7436	Payment of Capital Charge by DHBs	Non-Tax Revenue	No Functional Classification	159392	2010	Actuals	A
Ministry of Health	Health	7436	7436	Payment of Capital Charge by DHBs	Non-Tax Revenue	No Functional Classification	158796	2011	Actuals	A
Ministry of Health	Health	7436	7436	Payment of Capital Charge by DHBs	Non-Tax Revenue	No Functional Classification	158464	2012	Estimated Actual	A
Ministry of Health	Health	7436	7436	Payment of Capital Charge by DHBs	Non-Tax Revenue	No Functional Classification	158464	2013	Main Estimates	A
Ministry of Health	Health	7437	7437	ACC - Reimbursement of Medical Misadventure Costs	Non-Tax Revenue	No Functional Classification	3739	2008	Actuals	A
Ministry of Health	Health	7437	7437	ACC - Reimbursement of Medical Misadventure Costs	Non-Tax Revenue	No Functional Classification	3116	2009	Actuals	A
Ministry of Health	Health	7437	7437	ACC - Reimbursement of Medical Misadventure Costs	Non-Tax Revenue	No Functional Classification	3270	2010	Actuals	A
Ministry of Health	Health	7437	7437	ACC - Reimbursement of Medical Misadventure Costs	Non-Tax Revenue	No Functional Classification	2984	2011	Actuals	A
Ministry of Health	Health	7437	7437	ACC - Reimbursement of Medical Misadventure Costs	Non-Tax Revenue	No Functional Classification	2362	2012	Estimated Actual	A
Ministry of Health	Health	7437	7437	ACC - Reimbursement of Medical Misadventure Costs	Non-Tax Revenue	No Functional Classification	2440	2013	Main Estimates	A
Ministry of Health	Health	7440	7440	Net Surplus from DHBs	Non-Tax Revenue	No Functional Classification	-159609	2009	Actuals	A
Ministry of Health	Health	8534	8534	ACC - Reimbursement of Complex Burns Costs	Non-Tax Revenue	No Functional Classification	6576	2008	Actuals	A
Ministry of Health	Health	8534	8534	ACC - Reimbursement of Complex Burns Costs	Non-Tax Revenue	No Functional Classification	4306	2009	Actuals	A
Ministry of Health	Health	8534	8534	ACC - Reimbursement of Complex Burns Costs	Non-Tax Revenue	No Functional Classification	4163	2010	Actuals	A
Ministry of Health	Health	8534	8534	ACC - Reimbursement of Complex Burns Costs	Non-Tax Revenue	No Functional Classification	5476	2011	Actuals	A
Ministry of Health	Health	8534	8534	ACC - Reimbursement of Complex Burns Costs	Non-Tax Revenue	No Functional Classification	7579	2012	Estimated Actual	A
Ministry of Health	Health	8534	8534	ACC - Reimbursement of Complex Burns Costs	Non-Tax Revenue	No Functional Classification	7811	2013	Main Estimates	A
Ministry of Health	Health	7772	7772	Repayment of Residential Care Loans	Capital Receipts	No Functional Classification	11674	2008	Actuals	A
Ministry of Health	Health	7772	7772	Repayment of Residential Care Loans	Capital Receipts	No Functional Classification	10928	2009	Actuals	A
Ministry of Health	Health	7772	7772	Repayment of Residential Care Loans	Capital Receipts	No Functional Classification	11560	2010	Actuals	A
Ministry of Health	Health	7772	7772	Repayment of Residential Care Loans	Capital Receipts	No Functional Classification	11076	2011	Actuals	A
Ministry of Health	Health	7772	7772	Repayment of Residential Care Loans	Capital Receipts	No Functional Classification	24000	2012	Estimated Actual	A
Ministry of Health	Health	7772	7772	Repayment of Residential Care Loans	Capital Receipts	No Functional Classification	24000	2013	Main Estimates	A
Ministry of Health	Health	8709	8709	Repayment of DHB Debt	Capital Receipts	No Functional Classification	304	2008	Actuals	A
Ministry of Health	Health	8709	8709	Repayment of DHB Debt	Capital Receipts	No Functional Classification	304	2009	Actuals	A
Ministry of Health	Health	8709	8709	Repayment of DHB Debt	Capital Receipts	No Functional Classification	304	2011	Actuals	A
Ministry of Health	Health	9136	9136	Equity repayments by DHBs	Capital Receipts	No Functional Classification	12499	2008	Actuals	A
Ministry of Health	Health	9136	9136	Equity repayments by DHBs	Capital Receipts	No Functional Classification	47499	2009	Actuals	A
Ministry of Health	Health	9136	9136	Equity repayments by DHBs	Capital Receipts	No Functional Classification	12499	2011	Actuals	A
Ministry of Health	Health	9136	9136	Equity repayments by DHBs	Capital Receipts	No Functional Classification	12499	2012	Estimated Actual	A
Ministry of Health	Health	9136	9136	Equity repayments by DHBs	Capital Receipts	No Functional Classification	12499	2013	Main Estimates	A
Department of Building and Housing	Housing	8574	8574	Interest on Housing New Zealand Corporation Loans	Non-Tax Revenue	No Functional Classification	151764	2008	Actuals	A
Department of Building and Housing	Housing	8574	8574	Interest on Housing New Zealand Corporation Loans	Non-Tax Revenue	No Functional Classification	108725	2009	Actuals	A
Department of Building and Housing	Housing	8574	8574	Interest on Housing New Zealand Corporation Loans	Non-Tax Revenue	No Functional Classification	50575	2010	Actuals	A
Department of Building and Housing	Housing	8574	8574	Interest on Housing New Zealand Corporation Loans	Non-Tax Revenue	No Functional Classification	106810	2011	Actuals	A
Department of Building and Housing	Housing	8574	8574	Interest on Housing New Zealand Corporation Loans	Non-Tax Revenue	No Functional Classification	110146	2012	Estimated Actual	A
Department of Building and Housing	Housing	8574	8574	Interest on Housing New Zealand Corporation Loans	Non-Tax Revenue	No Functional Classification	113400	2013	Main Estimates	A
Department of Building and Housing	Housing	8615	8615	Dividend from HNZC	Non-Tax Revenue	No Functional Classification	12999	2008	Actuals	A
Department of Building and Housing	Housing	8615	8615	Dividend from HNZC	Non-Tax Revenue	No Functional Classification	1661	2009	Actuals	A
Department of Building and Housing	Housing	8615	8615	Dividend from HNZC	Non-Tax Revenue	No Functional Classification	132000	2010	Actuals	A
Department of Building and Housing	Housing	8615	8615	Dividend from HNZC	Non-Tax Revenue	No Functional Classification	71000	2011	Actuals	A
Department of Building and Housing	Housing	8615	8615	Dividend from HNZC	Non-Tax Revenue	No Functional Classification	68000	2012	Estimated Actual	A
Department of Building and Housing	Housing	8615	8615	Dividend from HNZC	Non-Tax Revenue	No Functional Classification	108000	2013	Main Estimates	A
Department of Building and Housing	Housing	10085	10085	Weathertight Services: Loan Guarantee Fees	Non-Tax Revenue	No Functional Classification	200	2012	Estimated Actual	A
Department of Building and Housing	Housing	10085	10085	Weathertight Services: Loan Guarantee Fees	Non-Tax Revenue	No Functional Classification	2700	2013	Main Estimates	A
Inland Revenue Department	Revenue	447	447	Fringe Benefit Tax	Tax Revenue	No Functional Classification	522220	2008	Actuals	A
Inland Revenue Department	Revenue	447	447	Fringe Benefit Tax	Tax Revenue	No Functional Classification	500120	2009	Actuals	A
Inland Revenue Department	Revenue	447	447	Fringe Benefit Tax	Tax Revenue	No Functional Classification	460726	2010	Actuals	A
Inland Revenue Department	Revenue	447	447	Fringe Benefit Tax	Tax Revenue	No Functional Classification	462327	2011	Actuals	A
Inland Revenue Department	Revenue	447	447	Fringe Benefit Tax	Tax Revenue	No Functional Classification	444000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	447	447	Fringe Benefit Tax	Tax Revenue	No Functional Classification	458000	2013	Main Estimates	A
Inland Revenue Department	Revenue	448	448	Gaming Duties	Tax Revenue	No Functional Classification	301889	2008	Actuals	A
