Department	Vote	App ID	MCOA ID	Description	Appropriation Type	Output Expense Type	Functional Classification	Amount ($000)	Year	Amount_Type_Desc	Periodicity	Current Scope
Ministry for Culture and Heritage	Sport and Recreation	9583	9583	High Performance Sport	Non-Departmental Output Expenses		Heritage, Culture & Recreation	38,338	2010	Actuals	A	This appropriation is limited to delivery of initiatives aimed at improved sports performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9583	9583	High Performance Sport	Non-Departmental Output Expenses		Heritage, Culture & Recreation	48,338	2011	Actuals	A	This appropriation is limited to delivery of initiatives aimed at improved sports performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9583	9583	High Performance Sport	Non-Departmental Output Expenses		Heritage, Culture & Recreation	53,338	2012	Estimated Actual	A	This appropriation is limited to delivery of initiatives aimed at improved sports performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9583	9583	High Performance Sport	Non-Departmental Output Expenses		Heritage, Culture & Recreation	58,192	2013	Main Estimates	A	This appropriation is limited to delivery of initiatives aimed at improved sports performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	7032	7032	Sport Education Scholarships	Benefits and Other Unrequited Expenses		Heritage, Culture & Recreation	4,250	2008	Actuals	A	Sport scholarships to enable emerging and talented New Zealanders to concurrently pursue tertiary study and elite level sport development and/or to develop skills that contribute to the quality of New Zealand's sport performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	515	515	Miscellaneous Grants	Non-Departmental Other Expenses		Heritage, Culture & Recreation	43	2008	Actuals	A	Discretionary funding is provided on application to groups, individuals and organisations that are unable to obtain support through organisations such as Sport New Zealand, local government, or the New Zealand Lottery Grants Board, to support sports-related initiatives including participation in sport and recreation activities.
Ministry for Culture and Heritage	Sport and Recreation	515	515	Miscellaneous Grants	Non-Departmental Other Expenses		Heritage, Culture & Recreation	42	2009	Actuals	A	Discretionary funding is provided on application to groups, individuals and organisations that are unable to obtain support through organisations such as Sport New Zealand, local government, or the New Zealand Lottery Grants Board, to support sports-related initiatives including participation in sport and recreation activities.
Ministry for Culture and Heritage	Sport and Recreation	515	515	Miscellaneous Grants	Non-Departmental Other Expenses		Heritage, Culture & Recreation	44	2010	Actuals	A	Discretionary funding is provided on application to groups, individuals and organisations that are unable to obtain support through organisations such as Sport New Zealand, local government, or the New Zealand Lottery Grants Board, to support sports-related initiatives including participation in sport and recreation activities.
Ministry for Culture and Heritage	Sport and Recreation	515	515	Miscellaneous Grants	Non-Departmental Other Expenses		Heritage, Culture & Recreation	44	2011	Actuals	A	Discretionary funding is provided on application to groups, individuals and organisations that are unable to obtain support through organisations such as Sport New Zealand, local government, or the New Zealand Lottery Grants Board, to support sports-related initiatives including participation in sport and recreation activities.
Ministry for Culture and Heritage	Sport and Recreation	515	515	Miscellaneous Grants	Non-Departmental Other Expenses		Heritage, Culture & Recreation	294	2012	Estimated Actual	A	Discretionary funding is provided on application to groups, individuals and organisations that are unable to obtain support through organisations such as Sport New Zealand, local government, or the New Zealand Lottery Grants Board, to support sports-related initiatives including participation in sport and recreation activities.
Ministry for Culture and Heritage	Sport and Recreation	515	515	Miscellaneous Grants	Non-Departmental Other Expenses		Heritage, Culture & Recreation	44	2013	Main Estimates	A	Discretionary funding is provided on application to groups, individuals and organisations that are unable to obtain support through organisations such as Sport New Zealand, local government, or the New Zealand Lottery Grants Board, to support sports-related initiatives including participation in sport and recreation activities.
Ministry for Culture and Heritage	Sport and Recreation	9273	9273	Prime Minister's Sport Scholarships	Non-Departmental Other Expenses		Heritage, Culture & Recreation	4,250	2009	Actuals	A	This appropriation is limited to sport scholarships to enable talented New Zealanders to pursue tertiary study and elite sport development and/or to develop skills that contribute to the quality of New Zealand's sport performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9273	9273	Prime Minister's Sport Scholarships	Non-Departmental Other Expenses		Heritage, Culture & Recreation	4,250	2010	Actuals	A	This appropriation is limited to sport scholarships to enable talented New Zealanders to pursue tertiary study and elite sport development and/or to develop skills that contribute to the quality of New Zealand's sport performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9273	9273	Prime Minister's Sport Scholarships	Non-Departmental Other Expenses		Heritage, Culture & Recreation	4,250	2011	Actuals	A	This appropriation is limited to sport scholarships to enable talented New Zealanders to pursue tertiary study and elite sport development and/or to develop skills that contribute to the quality of New Zealand's sport performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9273	9273	Prime Minister's Sport Scholarships	Non-Departmental Other Expenses		Heritage, Culture & Recreation	4,250	2012	Estimated Actual	A	This appropriation is limited to sport scholarships to enable talented New Zealanders to pursue tertiary study and elite sport development and/or to develop skills that contribute to the quality of New Zealand's sport performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9273	9273	Prime Minister's Sport Scholarships	Non-Departmental Other Expenses		Heritage, Culture & Recreation	4,250	2013	Main Estimates	A	This appropriation is limited to sport scholarships to enable talented New Zealanders to pursue tertiary study and elite sport development and/or to develop skills that contribute to the quality of New Zealand's sport performance at the elite level.
Ministry for Culture and Heritage	Sport and Recreation	9734	9734	Support for New Zealand's Campaign for the 2010 FIFA World Cup	Non-Departmental Other Expenses		Heritage, Culture & Recreation	300	2010	Actuals	A	This appropriation is limited to providing support for New Zealand's campaign for the 2010 FIFA World Cup.
Ministry for Culture and Heritage	Sport and Recreation	10139	10139	Loan to Rowing New Zealand	Non-Departmental Other Expenses		Heritage, Culture & Recreation	1,300	2011	Actuals	A	This appropriation is limited to funding Sport New Zealand to provide a loan to Rowing New Zealand to assist funding the 2010 World Rowing Championships.
Ministry for Culture and Heritage	Sport and Recreation	10461	10461	Rugby New Zealand 2011 Limited	Non-Departmental Other Expenses		Heritage, Culture & Recreation	2,500	2012	Estimated Actual	A	This appropriation is limited to meeting the final forecast losses from the 2011 Rugby World Cup.
New Zealand Customs Service	Customs	5514	5514	Policy Advice	Departmental Output Expenses		Core Government Services	9,038	2008	Actuals	A	The provision of policy advice and related services relating to border security, border management and Customs revenue.
New Zealand Customs Service	Customs	5514	5514	Policy Advice	Departmental Output Expenses		Core Government Services	10,538	2009	Actuals	A	The provision of policy advice and related services relating to border security, border management and Customs revenue.
New Zealand Customs Service	Customs	5514	5514	Policy Advice	Departmental Output Expenses		Core Government Services	10,282	2010	Actuals	A	The provision of policy advice and related services relating to border security, border management and Customs revenue.
New Zealand Customs Service	Customs	5515	5515	Intelligence and Risk Assessment Services	Departmental Output Expenses		Core Government Services	3,966	2008	Actuals	A	The provision of intelligence and risk assessments that inform intervention strategies, including alerts for goods, people and craft.
New Zealand Customs Service	Customs	5515	5515	Intelligence and Risk Assessment Services	Departmental Output Expenses		Core Government Services	4,188	2009	Actuals	A	The provision of intelligence and risk assessments that inform intervention strategies, including alerts for goods, people and craft.
New Zealand Customs Service	Customs	5515	5515	Intelligence and Risk Assessment Services	Departmental Output Expenses		Core Government Services	4,367	2010	Actuals	A	The provision of intelligence and risk assessments that inform intervention strategies, including alerts for goods, people and craft.
New Zealand Customs Service	Customs	5516	5516	Clearance of International Passengers, Crew and Craft	Departmental Output Expenses		Core Government Services	39,824	2008	Actuals	A	The clearance of international passengers, crew and craft arriving in and departing from New Zealand.
New Zealand Customs Service	Customs	5516	5516	Clearance of International Passengers, Crew and Craft	Departmental Output Expenses		Core Government Services	41,206	2009	Actuals	A	The clearance of international passengers, crew and craft arriving in and departing from New Zealand.
New Zealand Customs Service	Customs	5516	5516	Clearance of International Passengers, Crew and Craft	Departmental Output Expenses		Core Government Services	42,496	2010	Actuals	A	The clearance of international passengers, crew and craft arriving in and departing from New Zealand.
New Zealand Customs Service	Customs	5517	5517	Clearance of Import, Export and Excise Transactions	Departmental Output Expenses		Core Government Services	43,524	2008	Actuals	A	The provision of services relating to validation, checking, inspection, clearance and audit of import and export consignments and excise returns.
New Zealand Customs Service	Customs	5517	5517	Clearance of Import, Export and Excise Transactions	Departmental Output Expenses		Core Government Services	43,852	2009	Actuals	A	The provision of services relating to validation, checking, inspection, clearance and audit of import and export consignments and excise returns.
New Zealand Customs Service	Customs	5517	5517	Clearance of Import, Export and Excise Transactions	Departmental Output Expenses		Core Government Services	44,448	2010	Actuals	A	The provision of services relating to validation, checking, inspection, clearance and audit of import and export consignments and excise returns.
New Zealand Customs Service	Customs	5518	5518	Revenue Collection, Accounting and Debt Management	Departmental Output Expenses		Core Government Services	3,096	2008	Actuals	A	The provision of services relating to receipt and processing of revenues owing from import tariffs, goods and services tax and excise-equivalent duties on imported goods and excise duty on domestically manufactured fuel, tobacco and alcohol products.
New Zealand Customs Service	Customs	5518	5518	Revenue Collection, Accounting and Debt Management	Departmental Output Expenses		Core Government Services	3,174	2009	Actuals	A	The provision of services relating to receipt and processing of revenues owing from import tariffs, goods and services tax and excise-equivalent duties on imported goods and excise duty on domestically manufactured fuel, tobacco and alcohol products.
New Zealand Customs Service	Customs	5518	5518	Revenue Collection, Accounting and Debt Management	Departmental Output Expenses		Core Government Services	3,541	2010	Actuals	A	The provision of services relating to receipt and processing of revenues owing from import tariffs, goods and services tax and excise-equivalent duties on imported goods and excise duty on domestically manufactured fuel, tobacco and alcohol products.
New Zealand Customs Service	Customs	5519	5519	Surveillance, Search and Containment	Departmental Output Expenses		Core Government Services	6,544	2008	Actuals	A	The targeted surveillance, search and containment of risk craft, persons or goods.
New Zealand Customs Service	Customs	5519	5519	Surveillance, Search and Containment	Departmental Output Expenses		Core Government Services	6,880	2009	Actuals	A	The targeted surveillance, search and containment of risk craft, persons or goods.
New Zealand Customs Service	Customs	5519	5519	Surveillance, Search and Containment	Departmental Output Expenses		Core Government Services	6,849	2010	Actuals	A	The targeted surveillance, search and containment of risk craft, persons or goods.
New Zealand Customs Service	Customs	5520	5520	Investigation of Offences	Departmental Output Expenses		Law & Order	9,343	2008	Actuals	A	The proactive and reactive investigation of serious transnational crime, transnational crime and other border and revenue offences.
New Zealand Customs Service	Customs	5520	5520	Investigation of Offences	Departmental Output Expenses		Law & Order	9,871	2009	Actuals	A	The proactive and reactive investigation of serious transnational crime, transnational crime and other border and revenue offences.
New Zealand Customs Service	Customs	5520	5520	Investigation of Offences	Departmental Output Expenses		Law & Order	10,273	2010	Actuals	A	The proactive and reactive investigation of serious transnational crime, transnational crime and other border and revenue offences.
New Zealand Customs Service	Customs	5521	5521	Prosecutions and Civil Proceedings	Departmental Output Expenses		Law & Order	866	2008	Actuals	A	The prosecution of offences and civil proceedings relating to the hearing of applications for the release of seized goods.
New Zealand Customs Service	Customs	5521	5521	Prosecutions and Civil Proceedings	Departmental Output Expenses		Law & Order	701	2009	Actuals	A	The prosecution of offences and civil proceedings relating to the hearing of applications for the release of seized goods.
New Zealand Customs Service	Customs	5521	5521	Prosecutions and Civil Proceedings	Departmental Output Expenses		Law & Order	982	2010	Actuals	A	The prosecution of offences and civil proceedings relating to the hearing of applications for the release of seized goods.
New Zealand Customs Service	Customs	5522	5522	Technical Advisory Services	Departmental Output Expenses		Law & Order	1,741	2008	Actuals	A	The provision of Customs rulings on tariff and excise classifications, concession interpretations, origin qualification and general advice to business.
New Zealand Customs Service	Customs	5522	5522	Technical Advisory Services	Departmental Output Expenses		Law & Order	1,801	2009	Actuals	A	The provision of Customs rulings on tariff and excise classifications, concession interpretations, origin qualification and general advice to business.
New Zealand Customs Service	Customs	5522	5522	Technical Advisory Services	Departmental Output Expenses		Law & Order	1,659	2010	Actuals	A	The provision of Customs rulings on tariff and excise classifications, concession interpretations, origin qualification and general advice to business.
New Zealand Customs Service	Customs	9037	9037	National Maritime Co-ordination Centre	Departmental Output Expenses		Core Government Services	364	2008	Actuals	A	Co-ordination services for civilian purposes that support the effective and efficient use of New Zealand's 'whole-of-government' maritime patrol and surveillance assets.
New Zealand Customs Service	Customs	9037	9037	National Maritime Co-ordination Centre	Departmental Output Expenses		Core Government Services	588	2009	Actuals	A	Co-ordination services for civilian purposes that support the effective and efficient use of New Zealand's 'whole-of-government' maritime patrol and surveillance assets.
New Zealand Customs Service	Customs	9037	9037	National Maritime Co-ordination Centre	Departmental Output Expenses		Core Government Services	719	2010	Actuals	A	Co-ordination services for civilian purposes that support the effective and efficient use of New Zealand's 'whole-of-government' maritime patrol and surveillance assets.
New Zealand Customs Service	Customs	9655	9655	Clearance and Enforcement Services Related to Craft	Departmental Output Expenses		Law & Order	6,912	2011	Actuals	A	This appropriation is limited to the provision of services relating to craft arriving in and departing from New Zealand, including clearance of craft, and protection of New Zealand’s interests through interventions, investigations and enforcement.
New Zealand Customs Service	Customs	9655	9655	Clearance and Enforcement Services Related to Craft	Departmental Output Expenses		Law & Order	7,064	2012	Estimated Actual	A	This appropriation is limited to the provision of services relating to craft arriving in and departing from New Zealand, including clearance of craft, and protection of New Zealand’s interests through interventions, investigations and enforcement.
New Zealand Customs Service	Customs	9655	9655	Clearance and Enforcement Services Related to Craft	Departmental Output Expenses		Law & Order	7,388	2013	Main Estimates	A	This appropriation is limited to the provision of services relating to craft arriving in and departing from New Zealand, including clearance of craft, and protection of New Zealand’s interests through interventions, investigations and enforcement.
New Zealand Customs Service	Customs	9656	9656	Clearance and Enforcement Services Related to Goods	Departmental Output Expenses		Law & Order	58,349	2011	Actuals	A	This appropriation is limited to the provision of services relating to goods crossing the border, including clearance of goods, assessment and audit of revenue, trade compliance and supply chain security assurance, and protection of New Zealand’s interests through interventions, audits, investigations and enforcement.
New Zealand Customs Service	Customs	9656	9656	Clearance and Enforcement Services Related to Goods	Departmental Output Expenses		Law & Order	59,559	2012	Estimated Actual	A	This appropriation is limited to the provision of services relating to goods crossing the border, including clearance of goods, assessment and audit of revenue, trade compliance and supply chain security assurance, and protection of New Zealand’s interests through interventions, audits, investigations and enforcement.
New Zealand Customs Service	Customs	9656	9656	Clearance and Enforcement Services Related to Goods	Departmental Output Expenses		Law & Order	68,818	2013	Main Estimates	A	This appropriation is limited to the provision of services relating to goods crossing the border, including clearance of goods, assessment and audit of revenue, trade compliance and supply chain security assurance, and protection of New Zealand’s interests through interventions, audits, investigations and enforcement.
New Zealand Customs Service	Customs	9657	9657	Clearance and Enforcement Services Related to Passengers and Crew	Departmental Output Expenses		Law & Order	47,945	2011	Actuals	A	This appropriation is limited to the provision of services relating to passengers and crew crossing the border, including collecting information, clearance of people and their possessions, and protection of New Zealand’s interests through interventions, investigations and enforcement.
New Zealand Customs Service	Customs	9657	9657	Clearance and Enforcement Services Related to Passengers and Crew	Departmental Output Expenses		Law & Order	51,004	2012	Estimated Actual	A	This appropriation is limited to the provision of services relating to passengers and crew crossing the border, including collecting information, clearance of people and their possessions, and protection of New Zealand’s interests through interventions, investigations and enforcement.
New Zealand Customs Service	Customs	9657	9657	Clearance and Enforcement Services Related to Passengers and Crew	Departmental Output Expenses		Law & Order	53,493	2013	Main Estimates	A	This appropriation is limited to the provision of services relating to passengers and crew crossing the border, including collecting information, clearance of people and their possessions, and protection of New Zealand’s interests through interventions, investigations and enforcement.
New Zealand Customs Service	Customs	9658	9658	Information and Intelligence Services	Departmental Output Expenses		Law & Order	7,030	2011	Actuals	A	This appropriation is limited to the provision of information, intelligence and risk assessment services to external clients, and the operation of the National Maritime Coordination Centre.
New Zealand Customs Service	Customs	9658	9658	Information and Intelligence Services	Departmental Output Expenses		Law & Order	8,037	2012	Estimated Actual	A	This appropriation is limited to the provision of information, intelligence and risk assessment services to external clients, and the operation of the National Maritime Coordination Centre.
New Zealand Customs Service	Customs	9658	9658	Information and Intelligence Services	Departmental Output Expenses		Law & Order	20,461	2013	Main Estimates	A	This appropriation is limited to the provision of information, intelligence and risk assessment services to external clients, and the operation of the National Maritime Coordination Centre.
New Zealand Customs Service	Customs	9659	9659	Policy Advice and International Services	Departmental Output Expenses		Core Government Services	8,979	2011	Actuals	A	This appropriation is limited to the provision of ministerial support, policy advice and international services, obligations and assistance.
New Zealand Customs Service	Customs	9659	9659	Policy Advice and International Services	Departmental Output Expenses		Core Government Services	8,825	2012	Estimated Actual	A	This appropriation is limited to the provision of ministerial support, policy advice and international services, obligations and assistance.
New Zealand Customs Service	Customs	9660	9660	Revenue Collection	Departmental Output Expenses		Core Government Services	5,300	2011	Actuals	A	This appropriation is limited to the provision of services relating to receipt and processing of revenues owing to the Crown and other agencies, revenue assurance, credit and debt management.
New Zealand Customs Service	Customs	9660	9660	Revenue Collection	Departmental Output Expenses		Core Government Services	5,783	2012	Estimated Actual	A	This appropriation is limited to the provision of services relating to receipt and processing of revenues owing to the Crown and other agencies, revenue assurance, credit and debt management.
New Zealand Customs Service	Customs	9660	9660	Revenue Collection	Departmental Output Expenses		Core Government Services	5,526	2013	Main Estimates	A	This appropriation is limited to the provision of services relating to receipt and processing of revenues owing to the Crown and other agencies, revenue assurance, credit and debt management.
New Zealand Customs Service	Customs	10349	10349	International Services and Ministerial Servicing	Departmental Output Expenses		Core Government Services	5,505	2013	Main Estimates	A	This appropriation is limited to the provision of international services, obligations, and assistance, and the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision-making) responsibilities.
New Zealand Customs Service	Customs	10350	10350	Policy Advice	Departmental Output Expenses		Core Government Services	1,844	2013	Main Estimates	A	This appropriation is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters.
New Zealand Customs Service	Customs	175	175	World Customs Organisation	Non-Departmental Other Expenses		Core Government Services	52	2008	Actuals	A	New Zealand's contribution to the operating budget of the WCO.
New Zealand Customs Service	Customs	175	175	World Customs Organisation	Non-Departmental Other Expenses		Core Government Services	63	2009	Actuals	A	New Zealand's contribution to the operating budget of the WCO.
New Zealand Customs Service	Customs	175	175	World Customs Organisation	Non-Departmental Other Expenses		Core Government Services	68	2010	Actuals	A	New Zealand's contribution to the operating budget of the WCO.
New Zealand Customs Service	Customs	175	175	World Customs Organisation	Non-Departmental Other Expenses		Core Government Services	54	2011	Actuals	A	New Zealand's contribution to the operating budget of the WCO.
New Zealand Customs Service	Customs	175	175	World Customs Organisation	Non-Departmental Other Expenses		Core Government Services	52	2012	Estimated Actual	A	New Zealand's contribution to the operating budget of the WCO.
New Zealand Customs Service	Customs	175	175	World Customs Organisation	Non-Departmental Other Expenses		Core Government Services	52	2013	Main Estimates	A	New Zealand's contribution to the operating budget of the WCO.
New Zealand Customs Service	Customs	9008	9008	Change in Doubtful Debt Provision	Non-Departmental Other Expenses		Law & Order	484	2008	Actuals	A	Provisioning of Doubtful Debts on Customs Crown Revenue.
New Zealand Customs Service	Customs	9008	9008	Change in Doubtful Debt Provision	Non-Departmental Other Expenses		Law & Order	2,000	2012	Estimated Actual	A	Provisioning of Doubtful Debts on Customs Crown Revenue.
New Zealand Customs Service	Customs	9008	9008	Change in Doubtful Debt Provision	Non-Departmental Other Expenses		Law & Order	2,000	2013	Main Estimates	A	Provisioning of Doubtful Debts on Customs Crown Revenue.
New Zealand Customs Service	Customs	9207	9207	New Zealand Customs Service - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	5,153	2008	Actuals	A	This appropriation is limited to the purchase or development of assets by and for the use of the New Zealand Customs Service, as authorised by section 24(1) of the Public Finance Act 1989.
New Zealand Customs Service	Customs	9207	9207	New Zealand Customs Service - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	6,726	2009	Actuals	A	This appropriation is limited to the purchase or development of assets by and for the use of the New Zealand Customs Service, as authorised by section 24(1) of the Public Finance Act 1989.
New Zealand Customs Service	Customs	9207	9207	New Zealand Customs Service - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	15,822	2010	Actuals	A	This appropriation is limited to the purchase or development of assets by and for the use of the New Zealand Customs Service, as authorised by section 24(1) of the Public Finance Act 1989.
New Zealand Customs Service	Customs	9207	9207	New Zealand Customs Service - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	19,382	2011	Actuals	A	This appropriation is limited to the purchase or development of assets by and for the use of the New Zealand Customs Service, as authorised by section 24(1) of the Public Finance Act 1989.
New Zealand Customs Service	Customs	9207	9207	New Zealand Customs Service - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	49,494	2012	Estimated Actual	A	This appropriation is limited to the purchase or development of assets by and for the use of the New Zealand Customs Service, as authorised by section 24(1) of the Public Finance Act 1989.
New Zealand Customs Service	Customs	9207	9207	New Zealand Customs Service - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	36,580	2013	Main Estimates	A	This appropriation is limited to the purchase or development of assets by and for the use of the New Zealand Customs Service, as authorised by section 24(1) of the Public Finance Act 1989.
Ministry of Defence	Defence	186	186	Policy Advice	Departmental Output Expenses		Defence	4,003	2008	Actuals	A	Policy advice, management of international defence relations and services to the Minister.
Ministry of Defence	Defence	186	186	Policy Advice	Departmental Output Expenses		Defence	4,075	2009	Actuals	A	Policy advice, management of international defence relations and services to the Minister.
Ministry of Defence	Defence	186	186	Policy Advice	Departmental Output Expenses		Defence	4,691	2010	Actuals	A	Policy advice, management of international defence relations and services to the Minister.
Ministry of Defence	Defence	186	186	Policy Advice	Departmental Output Expenses		Defence	4,703	2011	Actuals	A	Policy advice, management of international defence relations and services to the Minister.
Ministry of Defence	Defence	186	186	Policy Advice	Departmental Output Expenses		Defence	5,378	2012	Estimated Actual	A	Policy advice, management of international defence relations and services to the Minister.
Ministry of Defence	Defence	187	187	Audit and Assessment of Performance	Departmental Output Expenses		Defence	1,797	2008	Actuals	A	This appropriation is limited to audits and assessments of the New Zealand Defence Force and the Ministry of Defence.
Ministry of Defence	Defence	187	187	Audit and Assessment of Performance	Departmental Output Expenses		Defence	1,822	2009	Actuals	A	This appropriation is limited to audits and assessments of the New Zealand Defence Force and the Ministry of Defence.
Ministry of Defence	Defence	187	187	Audit and Assessment of Performance	Departmental Output Expenses		Defence	1,794	2010	Actuals	A	This appropriation is limited to audits and assessments of the New Zealand Defence Force and the Ministry of Defence.
Ministry of Defence	Defence	187	187	Audit and Assessment of Performance	Departmental Output Expenses		Defence	1,479	2011	Actuals	A	This appropriation is limited to audits and assessments of the New Zealand Defence Force and the Ministry of Defence.
Ministry of Defence	Defence	187	187	Audit and Assessment of Performance	Departmental Output Expenses		Defence	1,854	2012	Estimated Actual	A	This appropriation is limited to audits and assessments of the New Zealand Defence Force and the Ministry of Defence.
Ministry of Defence	Defence	187	187	Audit and Assessment of Performance	Departmental Output Expenses		Defence	1,927	2013	Main Estimates	A	This appropriation is limited to audits and assessments of the New Zealand Defence Force and the Ministry of Defence.
Ministry of Defence	Defence	188	188	Management of Equipment Procurement	Departmental Output Expenses		Defence	3,676	2008	Actuals	A	Managing procurement or refurbishment, on behalf of the Crown, of various items of equipment contributing to a capability of the New Zealand Defence Force.
Ministry of Defence	Defence	188	188	Management of Equipment Procurement	Departmental Output Expenses		Defence	6,295	2009	Actuals	A	Managing procurement or refurbishment, on behalf of the Crown, of various items of equipment contributing to a capability of the New Zealand Defence Force.
Ministry of Defence	Defence	188	188	Management of Equipment Procurement	Departmental Output Expenses		Defence	4,526	2010	Actuals	A	Managing procurement or refurbishment, on behalf of the Crown, of various items of equipment contributing to a capability of the New Zealand Defence Force.
Ministry of Defence	Defence	188	188	Management of Equipment Procurement	Departmental Output Expenses		Defence	3,879	2011	Actuals	A	Managing procurement or refurbishment, on behalf of the Crown, of various items of equipment contributing to a capability of the New Zealand Defence Force.
Ministry of Defence	Defence	188	188	Management of Equipment Procurement	Departmental Output Expenses		Defence	4,311	2012	Estimated Actual	A	Managing procurement or refurbishment, on behalf of the Crown, of various items of equipment contributing to a capability of the New Zealand Defence Force.
Ministry of Defence	Defence	188	188	Management of Equipment Procurement	Departmental Output Expenses		Defence	3,969	2013	Main Estimates	A	Managing procurement or refurbishment, on behalf of the Crown, of various items of equipment contributing to a capability of the New Zealand Defence Force.
Ministry of Defence	Defence	10332	10329	Policy Support	Departmental Output Expenses		Defence	1,902	2013	Main Estimates	A	This output class is limited to the provision of services (other than defence policy) that support the development and procurement of military capability, and the conduct of international defence relations.
Ministry of Defence	Defence	10330	10329	Policy Advice	Departmental Output Expenses		Defence	3,770	2013	Main Estimates	A	This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to defence and national security.
Ministry of Defence	Defence	10331	10329	Ministerial Services	Departmental Output Expenses		Defence	298	2013	Main Estimates	A	This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision-making) responsibilities.
Ministry of Defence	Defence	189	189	Defence Equipment	Non-Departmental Capital Expenditure		No Functional Classification	279,757	2008	Actuals	A	This appropriation is limited to the purchase, modification or refurbishment of major items of defence equipment for the New Zealand Defence Force.
Ministry of Defence	Defence	189	189	Defence Equipment	Non-Departmental Capital Expenditure		No Functional Classification	144,949	2009	Actuals	A	This appropriation is limited to the purchase, modification or refurbishment of major items of defence equipment for the New Zealand Defence Force.
Ministry of Defence	Defence	189	189	Defence Equipment	Non-Departmental Capital Expenditure		No Functional Classification	172,012	2010	Actuals	A	This appropriation is limited to the purchase, modification or refurbishment of major items of defence equipment for the New Zealand Defence Force.
Ministry of Defence	Defence	189	189	Defence Equipment	Non-Departmental Capital Expenditure		No Functional Classification	15,823	2011	Actuals	A	This appropriation is limited to the purchase, modification or refurbishment of major items of defence equipment for the New Zealand Defence Force.
Ministry of Defence	Defence	189	189	Defence Equipment	Non-Departmental Capital Expenditure		No Functional Classification	154,897	2012	Estimated Actual	A	This appropriation is limited to the purchase, modification or refurbishment of major items of defence equipment for the New Zealand Defence Force.
Ministry of Defence	Defence	189	189	Defence Equipment	Non-Departmental Capital Expenditure		No Functional Classification	160,230	2013	Main Estimates	A	This appropriation is limited to the purchase, modification or refurbishment of major items of defence equipment for the New Zealand Defence Force.
Ministry of Defence	Defence	9208	9208	Ministry of Defence - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	238	2008	Actuals	A	This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Defence, as authorised by section 24(1) of the Public Finance Act 1989.
Ministry of Defence	Defence	9208	9208	Ministry of Defence - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	352	2012	Estimated Actual	A	This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Defence, as authorised by section 24(1) of the Public Finance Act 1989.
Ministry of Defence	Defence	9208	9208	Ministry of Defence - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	300	2013	Main Estimates	A	This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Defence, as authorised by section 24(1) of the Public Finance Act 1989.
New Zealand Defence Force	Defence Force	3690	3690	Military Policy Development, Coordination and Advice	Departmental Output Expenses		Defence	10,388	2008	Actuals	A	Provision of advice to the Minister of Defence on military contributions to New Zealand's foreign policy and military responses to contingencies, in accordance with NZDF Output Plan specifications.  This output expense also includes military intelligence, responses to ministerial correspondence, select committee and parliamentary questions, Official Information Act inquiries, and Ombudsmen correspondence.
New Zealand Defence Force	Defence Force	3690	3690	Military Policy Development, Coordination and Advice	Departmental Output Expenses		Defence	13,517	2009	Actuals	A	Provision of advice to the Minister of Defence on military contributions to New Zealand's foreign policy and military responses to contingencies, in accordance with NZDF Output Plan specifications.  This output expense also includes military intelligence, responses to ministerial correspondence, select committee and parliamentary questions, Official Information Act inquiries, and Ombudsmen correspondence.
New Zealand Defence Force	Defence Force	3690	3690	Military Policy Development, Coordination and Advice	Departmental Output Expenses		Defence	14,348	2010	Actuals	A	Provision of advice to the Minister of Defence on military contributions to New Zealand's foreign policy and military responses to contingencies, in accordance with NZDF Output Plan specifications.  This output expense also includes military intelligence, responses to ministerial correspondence, select committee and parliamentary questions, Official Information Act inquiries, and Ombudsmen correspondence.
