Department,Vote,App id,MCOA id,Description,Revenue Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity
Ministry of Health,Health,7772,7772,Repayment of Residential Care Loans,Capital Receipts,No Functional Classification,11076,2011,Actuals,A
Ministry of Health,Health,7772,7772,Repayment of Residential Care Loans,Capital Receipts,No Functional Classification,13085,2012,Actuals,A
Ministry of Health,Health,7772,7772,Repayment of Residential Care Loans,Capital Receipts,No Functional Classification,15000,2013,Estimated Actual,A
Ministry of Health,Health,7772,7772,Repayment of Residential Care Loans,Capital Receipts,No Functional Classification,15000,2014,Main Estimates,A
Ministry of Health,Health,8709,8709,Repayment of DHB Debt,Capital Receipts,No Functional Classification,304,2009,Actuals,A
Ministry of Health,Health,8709,8709,Repayment of DHB Debt,Capital Receipts,No Functional Classification,304,2011,Actuals,A
Ministry of Health,Health,8709,8709,Repayment of DHB Debt,Capital Receipts,No Functional Classification,389,2012,Actuals,A
Ministry of Health,Health,9136,9136,Equity repayments by DHBs,Capital Receipts,No Functional Classification,47499,2009,Actuals,A
Ministry of Health,Health,9136,9136,Equity repayments by DHBs,Capital Receipts,No Functional Classification,12499,2011,Actuals,A
Ministry of Health,Health,9136,9136,Equity repayments by DHBs,Capital Receipts,No Functional Classification,10638,2012,Actuals,A
Ministry of Health,Health,9136,9136,Equity repayments by DHBs,Capital Receipts,No Functional Classification,12499,2013,Estimated Actual,A
Ministry of Health,Health,9136,9136,Equity repayments by DHBs,Capital Receipts,No Functional Classification,12499,2014,Main Estimates,A
Inland Revenue Department,Revenue,447,447,Fringe Benefit Tax,Tax Revenue,No Functional Classification,500120,2009,Actuals,A
Inland Revenue Department,Revenue,447,447,Fringe Benefit Tax,Tax Revenue,No Functional Classification,460726,2010,Actuals,A
Inland Revenue Department,Revenue,447,447,Fringe Benefit Tax,Tax Revenue,No Functional Classification,462327,2011,Actuals,A
Inland Revenue Department,Revenue,447,447,Fringe Benefit Tax,Tax Revenue,No Functional Classification,461876,2012,Actuals,A
Inland Revenue Department,Revenue,447,447,Fringe Benefit Tax,Tax Revenue,No Functional Classification,460000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,447,447,Fringe Benefit Tax,Tax Revenue,No Functional Classification,477000,2014,Main Estimates,A
Inland Revenue Department,Revenue,448,448,Gaming Duties,Tax Revenue,No Functional Classification,264853,2009,Actuals,A
Inland Revenue Department,Revenue,448,448,Gaming Duties,Tax Revenue,No Functional Classification,265311,2010,Actuals,A
Inland Revenue Department,Revenue,448,448,Gaming Duties,Tax Revenue,No Functional Classification,266081,2011,Actuals,A
Inland Revenue Department,Revenue,448,448,Gaming Duties,Tax Revenue,No Functional Classification,270740,2012,Actuals,A
Inland Revenue Department,Revenue,448,448,Gaming Duties,Tax Revenue,No Functional Classification,275000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,448,448,Gaming Duties,Tax Revenue,No Functional Classification,278000,2014,Main Estimates,A
Inland Revenue Department,Revenue,449,449,Goods and Services Tax (IRD),Tax Revenue,No Functional Classification,10050996,2009,Actuals,A
Inland Revenue Department,Revenue,449,449,Goods and Services Tax (IRD),Tax Revenue,No Functional Classification,11478274,2010,Actuals,A
Inland Revenue Department,Revenue,449,449,Goods and Services Tax (IRD),Tax Revenue,No Functional Classification,12575335,2011,Actuals,A
Inland Revenue Department,Revenue,449,449,Goods and Services Tax (IRD),Tax Revenue,No Functional Classification,13119481,2012,Actuals,A
Inland Revenue Department,Revenue,449,449,Goods and Services Tax (IRD),Tax Revenue,No Functional Classification,14230000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,449,449,Goods and Services Tax (IRD),Tax Revenue,No Functional Classification,15293000,2014,Main Estimates,A
Inland Revenue Department,Revenue,450,450,Companies,Tax Revenue,No Functional Classification,8294310,2009,Actuals,A
Inland Revenue Department,Revenue,450,450,Companies,Tax Revenue,No Functional Classification,6630791,2010,Actuals,A
Inland Revenue Department,Revenue,450,450,Companies,Tax Revenue,No Functional Classification,7727650,2011,Actuals,A
Inland Revenue Department,Revenue,450,450,Companies,Tax Revenue,No Functional Classification,8617353,2012,Actuals,A
Inland Revenue Department,Revenue,450,450,Companies,Tax Revenue,No Functional Classification,9451000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,450,450,Companies,Tax Revenue,No Functional Classification,10067000,2014,Main Estimates,A
Inland Revenue Department,Revenue,451,451,Other Persons,Tax Revenue,No Functional Classification,2772087,2009,Actuals,A
Inland Revenue Department,Revenue,451,451,Other Persons,Tax Revenue,No Functional Classification,2155950,2010,Actuals,A
Inland Revenue Department,Revenue,451,451,Other Persons,Tax Revenue,No Functional Classification,2111903,2011,Actuals,A
Inland Revenue Department,Revenue,451,451,Other Persons,Tax Revenue,No Functional Classification,2495625,2012,Actuals,A
Inland Revenue Department,Revenue,451,451,Other Persons,Tax Revenue,No Functional Classification,3553000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,451,451,Other Persons,Tax Revenue,No Functional Classification,3595000,2014,Main Estimates,A
Inland Revenue Department,Revenue,452,452,Other Direct Taxes,Tax Revenue,No Functional Classification,1486,2009,Actuals,A
Inland Revenue Department,Revenue,452,452,Other Direct Taxes,Tax Revenue,No Functional Classification,1621,2010,Actuals,A
Inland Revenue Department,Revenue,452,452,Other Direct Taxes,Tax Revenue,No Functional Classification,1713,2011,Actuals,A
Inland Revenue Department,Revenue,452,452,Other Direct Taxes,Tax Revenue,No Functional Classification,146,2012,Actuals,A
Inland Revenue Department,Revenue,453,453,Other Indirect Taxes,Tax Revenue,No Functional Classification,7745,2009,Actuals,A
Inland Revenue Department,Revenue,453,453,Other Indirect Taxes,Tax Revenue,No Functional Classification,10523,2010,Actuals,A
Inland Revenue Department,Revenue,453,453,Other Indirect Taxes,Tax Revenue,No Functional Classification,87032,2011,Actuals,A
Inland Revenue Department,Revenue,453,453,Other Indirect Taxes,Tax Revenue,No Functional Classification,90062,2012,Actuals,A
Inland Revenue Department,Revenue,453,453,Other Indirect Taxes,Tax Revenue,No Functional Classification,82000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,453,453,Other Indirect Taxes,Tax Revenue,No Functional Classification,89000,2014,Main Estimates,A
Inland Revenue Department,Revenue,454,454,Source Deductions,Tax Revenue,No Functional Classification,22966149,2009,Actuals,A
Inland Revenue Department,Revenue,454,454,Source Deductions,Tax Revenue,No Functional Classification,22134707,2010,Actuals,A
Inland Revenue Department,Revenue,454,454,Source Deductions,Tax Revenue,No Functional Classification,21243190,2011,Actuals,A
Inland Revenue Department,Revenue,454,454,Source Deductions,Tax Revenue,No Functional Classification,21632360,2012,Actuals,A
Inland Revenue Department,Revenue,454,454,Source Deductions,Tax Revenue,No Functional Classification,22815000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,454,454,Source Deductions,Tax Revenue,No Functional Classification,24138000,2014,Main Estimates,A
Inland Revenue Department,Revenue,455,455,Stamp and Cheque Duties,Tax Revenue,No Functional Classification,90390,2009,Actuals,A
Inland Revenue Department,Revenue,455,455,Stamp and Cheque Duties,Tax Revenue,No Functional Classification,81664,2010,Actuals,A
Inland Revenue Department,Revenue,455,455,Stamp and Cheque Duties,Tax Revenue,No Functional Classification,4076,2011,Actuals,A
Inland Revenue Department,Revenue,455,455,Stamp and Cheque Duties,Tax Revenue,No Functional Classification,3537,2012,Actuals,A
Inland Revenue Department,Revenue,455,455,Stamp and Cheque Duties,Tax Revenue,No Functional Classification,3000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,455,455,Stamp and Cheque Duties,Tax Revenue,No Functional Classification,3000,2014,Main Estimates,A
Inland Revenue Department,Revenue,456,456,Withholding Taxes,Tax Revenue,No Functional Classification,4097101,2009,Actuals,A
Inland Revenue Department,Revenue,456,456,Withholding Taxes,Tax Revenue,No Functional Classification,2815225,2010,Actuals,A
Inland Revenue Department,Revenue,456,456,Withholding Taxes,Tax Revenue,No Functional Classification,2365840,2011,Actuals,A
Inland Revenue Department,Revenue,456,456,Withholding Taxes,Tax Revenue,No Functional Classification,2474662,2012,Actuals,A
Inland Revenue Department,Revenue,456,456,Withholding Taxes,Tax Revenue,No Functional Classification,2444000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,456,456,Withholding Taxes,Tax Revenue,No Functional Classification,2725000,2014,Main Estimates,A
Inland Revenue Department,Revenue,435,435,Child Support Collections,Non-Tax Revenue,No Functional Classification,574542,2009,Actuals,A
Inland Revenue Department,Revenue,435,435,Child Support Collections,Non-Tax Revenue,No Functional Classification,767900,2010,Actuals,A
Inland Revenue Department,Revenue,435,435,Child Support Collections,Non-Tax Revenue,No Functional Classification,719065,2011,Actuals,A
Inland Revenue Department,Revenue,435,435,Child Support Collections,Non-Tax Revenue,No Functional Classification,495085,2012,Actuals,A
Inland Revenue Department,Revenue,435,435,Child Support Collections,Non-Tax Revenue,No Functional Classification,773000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,435,435,Child Support Collections,Non-Tax Revenue,No Functional Classification,869000,2014,Main Estimates,A
Inland Revenue Department,Revenue,437,437,Interest on Impaired Student Loans,Non-Tax Revenue,No Functional Classification,401269,2009,Actuals,A
Inland Revenue Department,Revenue,437,437,Interest on Impaired Student Loans,Non-Tax Revenue,No Functional Classification,394777,2010,Actuals,A
Inland Revenue Department,Revenue,437,437,Interest on Impaired Student Loans,Non-Tax Revenue,No Functional Classification,420371,2011,Actuals,A
Inland Revenue Department,Revenue,437,437,Interest on Impaired Student Loans,Non-Tax Revenue,No Functional Classification,474452,2012,Actuals,A
Inland Revenue Department,Revenue,437,437,Interest on Impaired Student Loans,Non-Tax Revenue,No Functional Classification,581000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,437,437,Interest on Impaired Student Loans,Non-Tax Revenue,No Functional Classification,600000,2014,Main Estimates,A
Inland Revenue Department,Revenue,438,438,Unclaimed Monies,Non-Tax Revenue,No Functional Classification,2579,2009,Actuals,A
Inland Revenue Department,Revenue,438,438,Unclaimed Monies,Non-Tax Revenue,No Functional Classification,4667,2010,Actuals,A
Inland Revenue Department,Revenue,438,438,Unclaimed Monies,Non-Tax Revenue,No Functional Classification,5042,2011,Actuals,A
Inland Revenue Department,Revenue,438,438,Unclaimed Monies,Non-Tax Revenue,No Functional Classification,24901,2012,Actuals,A
Inland Revenue Department,Revenue,438,438,Unclaimed Monies,Non-Tax Revenue,No Functional Classification,23000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,438,438,Unclaimed Monies,Non-Tax Revenue,No Functional Classification,9000,2014,Main Estimates,A
Inland Revenue Department,Revenue,10723,10723,Working for Families Tax Credit Interest and Penalties,Non-Tax Revenue,No Functional Classification,78400,2013,Estimated Actual,A
Inland Revenue Department,Revenue,10723,10723,Working for Families Tax Credit Interest and Penalties,Non-Tax Revenue,No Functional Classification,87800,2014,Main Estimates,A
Inland Revenue Department,Revenue,440,440,Student Loans - Receipts,Capital Receipts,No Functional Classification,619054,2009,Actuals,A
Inland Revenue Department,Revenue,440,440,Student Loans - Receipts,Capital Receipts,No Functional Classification,644322,2010,Actuals,A
Inland Revenue Department,Revenue,440,440,Student Loans - Receipts,Capital Receipts,No Functional Classification,690608,2011,Actuals,A
Inland Revenue Department,Revenue,440,440,Student Loans - Receipts,Capital Receipts,No Functional Classification,767716,2012,Actuals,A
Inland Revenue Department,Revenue,440,440,Student Loans - Receipts,Capital Receipts,No Functional Classification,1041000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,440,440,Student Loans - Receipts,Capital Receipts,No Functional Classification,1020000,2014,Main Estimates,A
Inland Revenue Department,Revenue,3723,3723,Adverse Income Equalisation Account,Capital Receipts,No Functional Classification,590,2009,Actuals,A
Inland Revenue Department,Revenue,3723,3723,Adverse Income Equalisation Account,Capital Receipts,No Functional Classification,1440,2010,Actuals,A
Inland Revenue Department,Revenue,3723,3723,Adverse Income Equalisation Account,Capital Receipts,No Functional Classification,319,2011,Actuals,A
Inland Revenue Department,Revenue,3723,3723,Adverse Income Equalisation Account,Capital Receipts,No Functional Classification,437,2012,Actuals,A
Inland Revenue Department,Revenue,3723,3723,Adverse Income Equalisation Account,Capital Receipts,No Functional Classification,1000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,3723,3723,Adverse Income Equalisation Account,Capital Receipts,No Functional Classification,1000,2014,Main Estimates,A
Inland Revenue Department,Revenue,3724,3724,Income Equalisation Reserve Account,Capital Receipts,No Functional Classification,290431,2009,Actuals,A
Inland Revenue Department,Revenue,3724,3724,Income Equalisation Reserve Account,Capital Receipts,No Functional Classification,80150,2010,Actuals,A
Inland Revenue Department,Revenue,3724,3724,Income Equalisation Reserve Account,Capital Receipts,No Functional Classification,79363,2011,Actuals,A
Inland Revenue Department,Revenue,3724,3724,Income Equalisation Reserve Account,Capital Receipts,No Functional Classification,132701,2012,Actuals,A
Inland Revenue Department,Revenue,3724,3724,Income Equalisation Reserve Account,Capital Receipts,No Functional Classification,160000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,3724,3724,Income Equalisation Reserve Account,Capital Receipts,No Functional Classification,90000,2014,Main Estimates,A
Inland Revenue Department,Revenue,8918,8918,Environmental Restoration Accounts Scheme,Capital Receipts,No Functional Classification,2792,2010,Actuals,A
Inland Revenue Department,Revenue,8918,8918,Environmental Restoration Accounts Scheme,Capital Receipts,No Functional Classification,750,2011,Actuals,A
Inland Revenue Department,Revenue,8918,8918,Environmental Restoration Accounts Scheme,Capital Receipts,No Functional Classification,3252,2012,Actuals,A
Inland Revenue Department,Revenue,8918,8918,Environmental Restoration Accounts Scheme,Capital Receipts,No Functional Classification,20000,2013,Estimated Actual,A
Inland Revenue Department,Revenue,8918,8918,Environmental Restoration Accounts Scheme,Capital Receipts,No Functional Classification,20000,2014,Main Estimates,A
Department of Internal Affairs,Internal Affairs,496,496,Forfeiture to the Crown,Non-Tax Revenue,No Functional Classification,173,2009,Actuals,A
Department of Internal Affairs,Internal Affairs,496,496,Forfeiture to the Crown,Non-Tax Revenue,No Functional Classification,101,2010,Actuals,A
Department of Internal Affairs,Internal Affairs,496,496,Forfeiture to the Crown,Non-Tax Revenue,No Functional Classification,43,2011,Actuals,A
Department of Internal Affairs,Internal Affairs,496,496,Forfeiture to the Crown,Non-Tax Revenue,No Functional Classification,41,2012,Actuals,A
Department of Internal Affairs,Internal Affairs,1282,1282,Refund of Benefit,Non-Tax Revenue,No Functional Classification,4,2009,Actuals,A
Department of Internal Affairs,Internal Affairs,1282,1282,Refund of Benefit,Non-Tax Revenue,No Functional Classification,6,2010,Actuals,A
Department of Internal Affairs,Internal Affairs,1282,1282,Refund of Benefit,Non-Tax Revenue,No Functional Classification,2,2011,Actuals,A
Department of Internal Affairs,Internal Affairs,1282,1282,Refund of Benefit,Non-Tax Revenue,No Functional Classification,20,2012,Actuals,A
Department of Internal Affairs,Internal Affairs,10493,10493,Lake Taupo fee revenue,Non-Tax Revenue,No Functional Classification,436,2013,Estimated Actual,A
Department of Internal Affairs,Internal Affairs,10493,10493,Lake Taupo fee revenue,Non-Tax Revenue,No Functional Classification,451,2014,Main Estimates,A
Department of Internal Affairs,Emergency Management (Old),8994,8994,Refund of Non-Departmental payment,Non-Tax Revenue,No Functional Classification,1139,2010,Actuals,A
Department of Internal Affairs,Emergency Management (Old),8994,8994,Refund of Non-Departmental payment,Non-Tax Revenue,No Functional Classification,43,2011,Actuals,A
Department of Internal Affairs,Emergency Management (Old),8994,8994,Refund of Non-Departmental payment,Non-Tax Revenue,No Functional Classification,25,2012,Actuals,A
Department of Internal Affairs,Local Government (Old),9765,9765,Interest received from the Auckland Transition Agency,Non-Tax Revenue,No Functional Classification,125,2010,Actuals,A
Department of Internal Affairs,Local Government (Old),9765,9765,Interest received from the Auckland Transition Agency,Non-Tax Revenue,No Functional Classification,380,2011,Actuals,A
Department of Internal Affairs,Local Government (Old),9765,9765,Interest received from the Auckland Transition Agency,Non-Tax Revenue,No Functional Classification,133,2012,Actuals,A
Department of Internal Affairs,Local Government (Old),9768,9768,Repayment of loan from the Auckland Transition Agency,Capital Receipts,No Functional Classification,8637,2012,Actuals,A
Department of Internal Affairs,Ministerial Services (Old),5904,5904,Rent from Crown Properties,Non-Tax Revenue,No Functional Classification,4,2009,Actuals,A
Department of Internal Affairs,Ministerial Services (Old),5904,5904,Rent from Crown Properties,Non-Tax Revenue,No Functional Classification,38,2011,Actuals,A
Department of Internal Affairs,Ministerial Services (Old),5904,5904,Rent from Crown Properties,Non-Tax Revenue,No Functional Classification,52,2012,Actuals,A
Department of Internal Affairs,Community and Voluntary Sector (Old),8995,8995,Refund of Non-Departmental grants,Non-Tax Revenue,No Functional Classification,166,2009,Actuals,A
Department of Internal Affairs,Community and Voluntary Sector (Old),8995,8995,Refund of Non-Departmental grants,Non-Tax Revenue,No Functional Classification,357,2010,Actuals,A
Department of Internal Affairs,Community and Voluntary Sector (Old),8995,8995,Refund of Non-Departmental grants,Non-Tax Revenue,No Functional Classification,249,2011,Actuals,A
Department of Internal Affairs,Community and Voluntary Sector (Old),8995,8995,Refund of Non-Departmental grants,Non-Tax Revenue,No Functional Classification,383,2012,Actuals,A
Te Puni Kokiri,Maori Affairs,635,635,Miscellaneous Receipts,Non-Tax Revenue,No Functional Classification,8864,2009,Actuals,A
Te Puni Kokiri,Maori Affairs,636,636,Mortgage Repayments Intended for HNZC,Non-Tax Revenue,No Functional Classification,10,2013,Estimated Actual,A
Te Puni Kokiri,Maori Affairs,636,636,Mortgage Repayments Intended for HNZC,Non-Tax Revenue,No Functional Classification,10,2014,Main Estimates,A
Te Puni Kokiri,Maori Affairs,1274,1274,Interest on Advances,Non-Tax Revenue,No Functional Classification,23,2009,Actuals,A
Te Puni Kokiri,Maori Affairs,1274,1274,Interest on Advances,Non-Tax Revenue,No Functional Classification,8,2010,Actuals,A
Te Puni Kokiri,Maori Affairs,1275,1275,Rent Received,Non-Tax Revenue,No Functional Classification,75,2009,Actuals,A
Te Puni Kokiri,Maori Affairs,1275,1275,Rent Received,Non-Tax Revenue,No Functional Classification,70,2010,Actuals,A
Te Puni Kokiri,Maori Affairs,1275,1275,Rent Received,Non-Tax Revenue,No Functional Classification,37,2012,Actuals,A
Te Puni Kokiri,Maori Affairs,3403,3403,Recovery of POBOCs,Non-Tax Revenue,No Functional Classification,18,2009,Actuals,A
Te Puni Kokiri,Maori Affairs,3403,3403,Recovery of POBOCs,Non-Tax Revenue,No Functional Classification,58,2010,Actuals,A
Te Puni Kokiri,Maori Affairs,3403,3403,Recovery of POBOCs,Non-Tax Revenue,No Functional Classification,77,2011,Actuals,A
Te Puni Kokiri,Maori Affairs,3403,3403,Recovery of POBOCs,Non-Tax Revenue,No Functional Classification,134,2012,Actuals,A
Te Puni Kokiri,Maori Affairs,638,638,Repayment of Advances,Capital Receipts,No Functional Classification,876,2009,Actuals,A
Te Puni Kokiri,Maori Affairs,638,638,Repayment of Advances,Capital Receipts,No Functional Classification,54,2010,Actuals,A
Te Puni Kokiri,Maori Affairs,1276,1276,Sale of Properties,Capital Receipts,No Functional Classification,5,2010,Actuals,A
Te Puni Kokiri,Maori Affairs,1276,1276,Sale of Properties,Capital Receipts,No Functional Classification,4,2011,Actuals,A
Te Puni Kokiri,Maori Affairs,1276,1276,Sale of Properties,Capital Receipts,No Functional Classification,35,2012,Actuals,A
Parliamentary Service,Parliamentary Service,9028,9028,Refund of Party and Members Support United,Non-Tax Revenue,No Functional Classification,1,2009,Actuals,A
New Zealand Police,Police,716,716,Infringement Fees,Non-Tax Revenue,No Functional Classification,85970,2009,Actuals,A
New Zealand Police,Police,716,716,Infringement Fees,Non-Tax Revenue,No Functional Classification,81458,2010,Actuals,A
New Zealand Police,Police,716,716,Infringement Fees,Non-Tax Revenue,No Functional Classification,88519,2011,Actuals,A
New Zealand Police,Police,716,716,Infringement Fees,Non-Tax Revenue,No Functional Classification,87772,2012,Actuals,A
New Zealand Police,Police,716,716,Infringement Fees,Non-Tax Revenue,No Functional Classification,70900,2013,Estimated Actual,A
New Zealand Police,Police,716,716,Infringement Fees,Non-Tax Revenue,No Functional Classification,70900,2014,Main Estimates,A
New Zealand Police,Police,3416,3416,Sale of Unclaimed Property,Non-Tax Revenue,No Functional Classification,491,2009,Actuals,A
New Zealand Police,Police,3416,3416,Sale of Unclaimed Property,Non-Tax Revenue,No Functional Classification,344,2010,Actuals,A
New Zealand Police,Police,3416,3416,Sale of Unclaimed Property,Non-Tax Revenue,No Functional Classification,305,2011,Actuals,A
New Zealand Police,Police,3416,3416,Sale of Unclaimed Property,Non-Tax Revenue,No Functional Classification,411,2012,Actuals,A
New Zealand Police,Police,3416,3416,Sale of Unclaimed Property,Non-Tax Revenue,No Functional Classification,400,2013,Estimated Actual,A
New Zealand Police,Police,3416,3416,Sale of Unclaimed Property,Non-Tax Revenue,No Functional Classification,400,2014,Main Estimates,A
State Services Commission,State Services,867,867,Reimbursement of Chief Executives' Remuneration,Non-Tax Revenue,No Functional Classification,11887,2009,Actuals,A
State Services Commission,State Services,867,867,Reimbursement of Chief Executives' Remuneration,Non-Tax Revenue,No Functional Classification,12017,2010,Actuals,A
State Services Commission,State Services,867,867,Reimbursement of Chief Executives' Remuneration,Non-Tax Revenue,No Functional Classification,11337,2011,Actuals,A
State Services Commission,State Services,867,867,Reimbursement of Chief Executives' Remuneration,Non-Tax Revenue,No Functional Classification,11743,2012,Actuals,A
State Services Commission,State Services,867,867,Reimbursement of Chief Executives' Remuneration,Non-Tax Revenue,No Functional Classification,13774,2013,Estimated Actual,A
State Services Commission,State Services,867,867,Reimbursement of Chief Executives' Remuneration,Non-Tax Revenue,No Functional Classification,13044,2014,Main Estimates,A
Land Information New Zealand,Lands,890,890,Pastoral Lease Rentals,Non-Tax Revenue,No Functional Classification,1769,2009,Actuals,A
Land Information New Zealand,Lands,890,890,Pastoral Lease Rentals,Non-Tax Revenue,No Functional Classification,1796,2010,Actuals,A
Land Information New Zealand,Lands,890,890,Pastoral Lease Rentals,Non-Tax Revenue,No Functional Classification,1799,2011,Actuals,A
Land Information New Zealand,Lands,890,890,Pastoral Lease Rentals,Non-Tax Revenue,No Functional Classification,1656,2012,Actuals,A
Land Information New Zealand,Lands,890,890,Pastoral Lease Rentals,Non-Tax Revenue,No Functional Classification,3302,2013,Estimated Actual,A
Land Information New Zealand,Lands,890,890,Pastoral Lease Rentals,Non-Tax Revenue,No Functional Classification,1902,2014,Main Estimates,A
Land Information New Zealand,Lands,892,892,Surplus Government Properties - Rents,Non-Tax Revenue,No Functional Classification,2489,2009,Actuals,A
Land Information New Zealand,Lands,892,892,Surplus Government Properties - Rents,Non-Tax Revenue,No Functional Classification,2283,2010,Actuals,A
Land Information New Zealand,Lands,892,892,Surplus Government Properties - Rents,Non-Tax Revenue,No Functional Classification,2555,2011,Actuals,A
Land Information New Zealand,Lands,892,892,Surplus Government Properties - Rents,Non-Tax Revenue,No Functional Classification,3388,2012,Actuals,A
Land Information New Zealand,Lands,892,892,Surplus Government Properties - Rents,Non-Tax Revenue,No Functional Classification,3298,2013,Estimated Actual,A
Land Information New Zealand,Lands,892,892,Surplus Government Properties - Rents,Non-Tax Revenue,No Functional Classification,3298,2014,Main Estimates,A
Land Information New Zealand,Lands,1254,1254,Transit Sales,Non-Tax Revenue,No Functional Classification,15881,2009,Actuals,A
Land Information New Zealand,Lands,1254,1254,Transit Sales,Non-Tax Revenue,No Functional Classification,14030,2010,Actuals,A
Land Information New Zealand,Lands,1254,1254,Transit Sales,Non-Tax Revenue,No Functional Classification,32552,2011,Actuals,A
Land Information New Zealand,Lands,1254,1254,Transit Sales,Non-Tax Revenue,No Functional Classification,25359,2012,Actuals,A
Land Information New Zealand,Lands,1254,1254,Transit Sales,Non-Tax Revenue,No Functional Classification,30000,2013,Estimated Actual,A
Land Information New Zealand,Lands,1254,1254,Transit Sales,Non-Tax Revenue,No Functional Classification,17000,2014,Main Estimates,A
Land Information New Zealand,Lands,3467,3467,Database Licence Fees and Royalties,Non-Tax Revenue,No Functional Classification,780,2009,Actuals,A
Land Information New Zealand,Lands,3467,3467,Database Licence Fees and Royalties,Non-Tax Revenue,No Functional Classification,583,2010,Actuals,A
Land Information New Zealand,Lands,3468,3468,Sundry Operating Revenue,Non-Tax Revenue,No Functional Classification,92,2009,Actuals,A
Land Information New Zealand,Lands,3468,3468,Sundry Operating Revenue,Non-Tax Revenue,No Functional Classification,945,2010,Actuals,A
Land Information New Zealand,Lands,3468,3468,Sundry Operating Revenue,Non-Tax Revenue,No Functional Classification,95,2011,Actuals,A
Land Information New Zealand,Lands,3468,3468,Sundry Operating Revenue,Non-Tax Revenue,No Functional Classification,39,2012,Actuals,A
Land Information New Zealand,Lands,3468,3468,Sundry Operating Revenue,Non-Tax Revenue,No Functional Classification,571,2013,Estimated Actual,A
Land Information New Zealand,Lands,3468,3468,Sundry Operating Revenue,Non-Tax Revenue,No Functional Classification,2571,2014,Main Estimates,A
Land Information New Zealand,Lands,10782,10782,Soil Conservation Reserve Management,Non-Tax Revenue,No Functional Classification,3101,2013,Estimated Actual,A
Land Information New Zealand,Lands,10782,10782,Soil Conservation Reserve Management,Non-Tax Revenue,No Functional Classification,742,2014,Main Estimates,A
Land Information New Zealand,Lands,893,893,Surplus Government Properties - Sales,Capital Receipts,No Functional Classification,238956,2009,Actuals,A
Land Information New Zealand,Lands,893,893,Surplus Government Properties - Sales,Capital Receipts,No Functional Classification,8310,2010,Actuals,A
Land Information New Zealand,Lands,893,893,Surplus Government Properties - Sales,Capital Receipts,No Functional Classification,20080,2011,Actuals,A
Land Information New Zealand,Lands,893,893,Surplus Government Properties - Sales,Capital Receipts,No Functional Classification,25613,2012,Actuals,A
Land Information New Zealand,Lands,893,893,Surplus Government Properties - Sales,Capital Receipts,No Functional Classification,39000,2013,Estimated Actual,A
Land Information New Zealand,Lands,893,893,Surplus Government Properties - Sales,Capital Receipts,No Functional Classification,6000,2014,Main Estimates,A
Land Information New Zealand,Lands,5267,5267,Land Tenure Reform Sales,Capital Receipts,No Functional Classification,1417,2009,Actuals,A
Land Information New Zealand,Lands,5267,5267,Land Tenure Reform Sales,Capital Receipts,No Functional Classification,1060,2010,Actuals,A
Land Information New Zealand,Lands,5267,5267,Land Tenure Reform Sales,Capital Receipts,No Functional Classification,3186,2011,Actuals,A
Land Information New Zealand,Lands,5267,5267,Land Tenure Reform Sales,Capital Receipts,No Functional Classification,1293,2012,Actuals,A
Land Information New Zealand,Lands,5267,5267,Land Tenure Reform Sales,Capital Receipts,No Functional Classification,106153,2013,Estimated Actual,A
Land Information New Zealand,Lands,5267,5267,Land Tenure Reform Sales,Capital Receipts,No Functional Classification,177975,2014,Main Estimates,A
Ministry of Transport,Transport,923,923,Motor Vehicle Registration,Tax Revenue,No Functional Classification,170606,2009,Actuals,A
Ministry of Transport,Transport,923,923,Motor Vehicle Registration,Tax Revenue,No Functional Classification,171295,2010,Actuals,A
Ministry of Transport,Transport,923,923,Motor Vehicle Registration,Tax Revenue,No Functional Classification,171529,2011,Actuals,A
Ministry of Transport,Transport,923,923,Motor Vehicle Registration,Tax Revenue,No Functional Classification,174654,2012,Actuals,A
Ministry of Transport,Transport,923,923,Motor Vehicle Registration,Tax Revenue,No Functional Classification,177744,2013,Estimated Actual,A
Ministry of Transport,Transport,923,923,Motor Vehicle Registration,Tax Revenue,No Functional Classification,186707,2014,Main Estimates,A
Ministry of Transport,Transport,924,924,Road User Charges,Tax Revenue,No Functional Classification,867649,2009,Actuals,A
Ministry of Transport,Transport,924,924,Road User Charges,Tax Revenue,No Functional Classification,909900,2010,Actuals,A
Ministry of Transport,Transport,924,924,Road User Charges,Tax Revenue,No Functional Classification,1015779,2011,Actuals,A
Ministry of Transport,Transport,924,924,Road User Charges,Tax Revenue,No Functional Classification,1044600,2012,Actuals,A
