Department,Vote,App ID,MCOA ID,Description,Appropriation Type,Output Expense Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity,Current Scope
Ministry of Education ,Education,9187,9187,"National Assessment Tool for Adult Literacy, Numeracy and Language",Non-Departmental Capital Expenditure,,No Functional Classification,"1,600",2009,Actuals,A,"This appropriation is limited to development of an online national assessment tool for adult literacy, numeracy and language."
Ministry of Education ,Education,9187,9187,"National Assessment Tool for Adult Literacy, Numeracy and Language",Non-Departmental Capital Expenditure,,No Functional Classification,600,2010,Actuals,A,"This appropriation is limited to development of an online national assessment tool for adult literacy, numeracy and language."
Ministry of Education ,Education,9188,9188,Redevelopment of Whitireia Community Polytechnic Porirua Campus,Non-Departmental Capital Expenditure,,No Functional Classification,668,2011,Actuals,A,This appropriation is limited to redevelopment of the trades training facilities and the construction of a new Health Education and Social Services block at the Porirua campus of Whitireia Community Polytechnic.
Ministry of Education ,Education,9386,9386,Auckland University of Technology Campus Developments,Non-Departmental Capital Expenditure,,No Functional Classification,"37,000",2009,Actuals,A,This appropriation is limited to financial assistance for Auckland University of Technology to acquire a campus in the Counties Manukau region and to develop a centre of applied research and sport excellence on the Millennium Institute of Sport and Health campus.
Ministry of Education ,Education,9397,9397,Nelson Marlborough Institute of Technology Visual Arts and Media Block,Non-Departmental Capital Expenditure,,No Functional Classification,"8,132",2010,Actuals,A,This appropriation is limited to the construction of the Visual Arts and Media facility at the Nelson campus of Nelson Marlborough Institute of Technology.
Ministry of Education ,Education,9398,9398,NorthTec Financial Assistance,Non-Departmental Capital Expenditure,,No Functional Classification,"5,001",2009,Actuals,A,"This appropriation is limited to restructuring of Crown assistance to Northland Polytechnic, to enable its ongoing viability and improvements in provision of education, especially in trades training."
Ministry of Education ,Education,9399,9399,NorthTec Future Trades Investment,Non-Departmental Capital Expenditure,,No Functional Classification,"3,500",2009,Actuals,A,"This appropriation is limited to the retrofit of a Future Trades training facility at 19 Dyer Street, Whangarei to be leased by Northland Polytechnic."
Ministry of Education ,Education,9400,9400,Western Institute of Technology at Taranaki - Financial Assistance,Non-Departmental Capital Expenditure,,No Functional Classification,"17,618",2009,Actuals,A,This appropriation is limited to restructuring of Crown assistance to the Western Institute of Technology at Taranaki.
Ministry of Education ,Education,9429,9429,Wananga and Institutes of Technology and Polytechnics Infrastructure Fund,Non-Departmental Capital Expenditure,,No Functional Classification,"3,494",2009,Actuals,A,"This appropriation is limited to funding infrastructure development projects, including development of systems, by Wananga and Institutes of Technology and Polytechnics that fulfil legislative requirements, address government requirements applied to either sub-sector, or fulfil commitments under individual Investment Plans."
Ministry of Education ,Education,9429,9429,Wananga and Institutes of Technology and Polytechnics Infrastructure Fund,Non-Departmental Capital Expenditure,,No Functional Classification,"1,683",2010,Actuals,A,"This appropriation is limited to funding infrastructure development projects, including development of systems, by Wananga and Institutes of Technology and Polytechnics that fulfil legislative requirements, address government requirements applied to either sub-sector, or fulfil commitments under individual Investment Plans."
Ministry of Education ,Education,9459,9459,Te Wananga o Raukawa,Non-Departmental Capital Expenditure,,No Functional Classification,"50,649",2009,Actuals,A,"This appropriation is limited to the settlement of the Te Wananga o Raukawa claim with respect to bringing buildings, plant and equipment up to a standard comparable with other tertiary education institutions, and to secure its ongoing viability and sustainability."
Ministry of Education ,Education,9754,9754,Te Whare Wananga o Awanuiarangi Treaty Settlement,Non-Departmental Capital Expenditure,,No Functional Classification,"14,500",2011,Actuals,A,This appropriation is limited to the full and final settlement of Te Whare Wananga o Awanuiarangi in regards to the Waitangi Tribunal Claim (Wai 718) seeking wananga capital establishment funding comparable to other tertiary education institutions.
Ministry of Education ,Education,10687,10687,The Network for Learning Limited,Non-Departmental Capital Expenditure,,No Functional Classification,"5,500",2013,Estimated Actual,A,This appropriation is limited to the establishment of and provision of ongoing investment funding for a Crown-owned company which will provide a managed network of access to ultra-fast broadband and enhanced managed services to schools.
Ministry of Education ,Education,10687,10687,The Network for Learning Limited,Non-Departmental Capital Expenditure,,No Functional Classification,"5,500",2014,Main Estimates,A,This appropriation is limited to the establishment of and provision of ongoing investment funding for a Crown-owned company which will provide a managed network of access to ultra-fast broadband and enhanced managed services to schools.
Ministry of Education ,Education,9210,9210,Ministry of Education  - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"525,591",2009,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
Ministry of Education ,Education,9210,9210,Ministry of Education  - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"647,765",2010,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
Ministry of Education ,Education,9210,9210,Ministry of Education  - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"592,299",2011,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
Ministry of Education ,Education,9210,9210,Ministry of Education  - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"476,222",2012,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
Ministry of Education ,Education,9210,9210,Ministry of Education  - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"550,511",2013,Estimated Actual,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
Ministry of Education ,Education,9210,9210,Ministry of Education  - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"600,798",2014,Main Estimates,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
Ministry of Education ,Tertiary Education,10112,10112,Strategic Leadership in the Tertiary System,Departmental Output Expenses,,Education,"12,773",2012,Actuals,A,"This appropriation is limited to expenditure on policies and services focused on the Ministry's leadership role in the tertiary system.  This includes enhancing coordination with sector and Government agencies and forums, undertaking research and analysis, monitoring the system, providing information on tertiary and international education services, representing the education sector internationally, supporting international students, and supporting Ministers to meet their obligations to Parliament."
Ministry of Education ,Tertiary Education,10112,10112,Strategic Leadership in the Tertiary System,Departmental Output Expenses,,Education,"7,863",2013,Estimated Actual,A,"This appropriation is limited to expenditure on policies and services focused on the Ministry's leadership role in the tertiary system.  This includes enhancing coordination with sector and Government agencies and forums, undertaking research and analysis, monitoring the system, providing information on tertiary and international education services, representing the education sector internationally, supporting international students, and supporting Ministers to meet their obligations to Parliament."
Ministry of Education ,Tertiary Education,10112,10112,Strategic Leadership in the Tertiary System,Departmental Output Expenses,,Education,"8,301",2014,Main Estimates,A,"This appropriation is limited to expenditure on policies and services focused on the Ministry's leadership role in the tertiary system.  This includes enhancing coordination with sector and Government agencies and forums, undertaking research and analysis, monitoring the system, providing information on tertiary and international education services, representing the education sector internationally, supporting international students, and supporting Ministers to meet their obligations to Parliament."
Ministry of Education ,Tertiary Education,10292,10292,Establishment of the International Education Crown Agent,Departmental Output Expenses,,Education,150,2012,Actuals,A,This appropriation is limited to the establishment costs of the international education Crown Agent - Education New Zealand.
Ministry of Education ,Tertiary Education,10385,10385,Policy Advice,Departmental Output Expenses,,Education,"5,345",2013,Estimated Actual,A,This appropriation is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on Tertiary Education related matters.
Ministry of Education ,Tertiary Education,10385,10385,Policy Advice,Departmental Output Expenses,,Education,"5,347",2014,Main Estimates,A,This appropriation is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on Tertiary Education related matters.
Ministry of Education ,Tertiary Education,10101,10101,Tertiary Education Grants and Other Funding,Non-Departmental Output Expenses,,Education,"34,408",2012,Actuals,A,This appropriation is limited to providing contestable funding and miscellaneous funding to tertiary education organisations.
Ministry of Education ,Tertiary Education,10101,10101,Tertiary Education Grants and Other Funding,Non-Departmental Output Expenses,,Education,"29,127",2013,Estimated Actual,A,This appropriation is limited to providing contestable funding and miscellaneous funding to tertiary education organisations.
Ministry of Education ,Tertiary Education,10101,10101,Tertiary Education Grants and Other Funding,Non-Departmental Output Expenses,,Education,"24,097",2014,Main Estimates,A,This appropriation is limited to providing contestable funding and miscellaneous funding to tertiary education organisations.
Ministry of Education ,Tertiary Education,10102,10102,Community Education,Non-Departmental Output Expenses,,Education,"62,392",2012,Actuals,A,"This appropriation is limited to funding for adult and community education and literacy, numeracy and English language provision."
Ministry of Education ,Tertiary Education,10102,10102,Community Education,Non-Departmental Output Expenses,,Education,"54,292",2013,Estimated Actual,A,"This appropriation is limited to funding for adult and community education and literacy, numeracy and English language provision."
Ministry of Education ,Tertiary Education,10102,10102,Community Education,Non-Departmental Output Expenses,,Education,"61,219",2014,Main Estimates,A,"This appropriation is limited to funding for adult and community education and literacy, numeracy and English language provision."
Ministry of Education ,Tertiary Education,10105,10105,Centres of Research Excellence,Non-Departmental Output Expenses,,Education,"33,716",2012,Actuals,A,This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.
Ministry of Education ,Tertiary Education,10105,10105,Centres of Research Excellence,Non-Departmental Output Expenses,,Education,"31,690",2013,Estimated Actual,A,This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.
Ministry of Education ,Tertiary Education,10105,10105,Centres of Research Excellence,Non-Departmental Output Expenses,,Education,"31,690",2014,Main Estimates,A,This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.
Ministry of Education ,Tertiary Education,10107,10107,International Education Programmes,Non-Departmental Output Expenses,,Education,"10,993",2012,Actuals,A,"This appropriation is limited to delivery of services in respect of international education, including promotion, information, research and professional development, both in New Zealand and overseas, for the purpose of managing and increasing the flow of international students and promoting international education linkages."
Ministry of Education ,Tertiary Education,10107,10107,International Education Programmes,Non-Departmental Output Expenses,,Education,"25,622",2013,Estimated Actual,A,"This appropriation is limited to delivery of services in respect of international education, including promotion, information, research and professional development, both in New Zealand and overseas, for the purpose of managing and increasing the flow of international students and promoting international education linkages."
Ministry of Education ,Tertiary Education,10107,10107,International Education Programmes,Non-Departmental Output Expenses,,Education,"31,622",2014,Main Estimates,A,"This appropriation is limited to delivery of services in respect of international education, including promotion, information, research and professional development, both in New Zealand and overseas, for the purpose of managing and increasing the flow of international students and promoting international education linkages."
Ministry of Education ,Tertiary Education,10109,10109,Managing the Government's Investment in the Tertiary Education Sector,Non-Departmental Output Expenses,,Education,"35,908",2012,Actuals,A,"This appropriation is limited to developing, implementing and managing an investment system that aligns planning, funding, monitoring and quality assurance of tertiary education in accordance with the provisions of the Education Act 1989 and other relevant legislation."
Ministry of Education ,Tertiary Education,10109,10109,Managing the Government's Investment in the Tertiary Education Sector,Non-Departmental Output Expenses,,Education,"33,882",2013,Estimated Actual,A,"This appropriation is limited to developing, implementing and managing an investment system that aligns planning, funding, monitoring and quality assurance of tertiary education in accordance with the provisions of the Education Act 1989 and other relevant legislation."
Ministry of Education ,Tertiary Education,10109,10109,Managing the Government's Investment in the Tertiary Education Sector,Non-Departmental Output Expenses,,Education,"41,191",2014,Main Estimates,A,"This appropriation is limited to developing, implementing and managing an investment system that aligns planning, funding, monitoring and quality assurance of tertiary education in accordance with the provisions of the Education Act 1989 and other relevant legislation."
Ministry of Education ,Tertiary Education,10110,10110,Ownership Monitoring of Tertiary Education Institutions,Non-Departmental Output Expenses,,Education,"2,567",2012,Actuals,A,This appropriation is limited to monitoring and advisory services - including interventions - on the Government's ownership interest in tertiary education institutions.
Ministry of Education ,Tertiary Education,10110,10110,Ownership Monitoring of Tertiary Education Institutions,Non-Departmental Output Expenses,,Education,"2,567",2013,Estimated Actual,A,This appropriation is limited to monitoring and advisory services - including interventions - on the Government's ownership interest in tertiary education institutions.
Ministry of Education ,Tertiary Education,10110,10110,Ownership Monitoring of Tertiary Education Institutions,Non-Departmental Output Expenses,,Education,"2,567",2014,Main Estimates,A,This appropriation is limited to monitoring and advisory services - including interventions - on the Government's ownership interest in tertiary education institutions.
Ministry of Education ,Tertiary Education,10111,10111,Performance-Based Research Fund,Non-Departmental Output Expenses,,Education,"250,000",2012,Actuals,A,This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations.
Ministry of Education ,Tertiary Education,10111,10111,Performance-Based Research Fund,Non-Departmental Output Expenses,,Education,"256,250",2013,Estimated Actual,A,This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations.
Ministry of Education ,Tertiary Education,10111,10111,Performance-Based Research Fund,Non-Departmental Output Expenses,,Education,"268,750",2014,Main Estimates,A,This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations.
Ministry of Education ,Tertiary Education,10113,10113,Tertiary Education and Training Advice,Non-Departmental Output Expenses,,Education,"3,837",2012,Actuals,A,This appropriation is limited to providing advice and support to Ministers on the tertiary sector and tertiary education and training issues.
Ministry of Education ,Tertiary Education,10113,10113,Tertiary Education and Training Advice,Non-Departmental Output Expenses,,Education,"3,837",2013,Estimated Actual,A,This appropriation is limited to providing advice and support to Ministers on the tertiary sector and tertiary education and training issues.
Ministry of Education ,Tertiary Education,10113,10113,Tertiary Education and Training Advice,Non-Departmental Output Expenses,,Education,"3,837",2014,Main Estimates,A,This appropriation is limited to providing advice and support to Ministers on the tertiary sector and tertiary education and training issues.
Ministry of Education ,Tertiary Education,10114,10114,Tertiary Education: Student Achievement Component,Non-Departmental Output Expenses,,Education,"2,004,622",2012,Actuals,A,This appropriation is limited to funding for teaching and learning services for enrolled students in approved courses at tertiary education organisations to achieve recognised tertiary qualifications.
Ministry of Education ,Tertiary Education,10114,10114,Tertiary Education: Student Achievement Component,Non-Departmental Output Expenses,,Education,"2,021,760",2013,Estimated Actual,A,This appropriation is limited to funding for teaching and learning services for enrolled students in approved courses at tertiary education organisations to achieve recognised tertiary qualifications.
Ministry of Education ,Tertiary Education,10114,10114,Tertiary Education: Student Achievement Component,Non-Departmental Output Expenses,,Education,"2,040,201",2014,Main Estimates,A,This appropriation is limited to funding for teaching and learning services for enrolled students in approved courses at tertiary education organisations to achieve recognised tertiary qualifications.
Ministry of Education ,Tertiary Education,10115,10115,Training for Designated Groups,Non-Departmental Output Expenses,,Education,"237,792",2012,Actuals,A,"This appropriation is limited to the purchasing and arranging of training linked to the New Zealand Qualifications Framework and the purchase of both on-job and off-job training places, including delivery of fully or partially funded training places and other industry-training related projects."
Ministry of Education ,Tertiary Education,10115,10115,Training for Designated Groups,Non-Departmental Output Expenses,,Education,"253,356",2013,Estimated Actual,A,"This appropriation is limited to the purchasing and arranging of training linked to the New Zealand Qualifications Framework and the purchase of both on-job and off-job training places, including delivery of fully or partially funded training places and other industry-training related projects."
Ministry of Education ,Tertiary Education,10115,10115,Training for Designated Groups,Non-Departmental Output Expenses,,Education,"331,897",2014,Main Estimates,A,"This appropriation is limited to the purchasing and arranging of training linked to the New Zealand Qualifications Framework and the purchase of both on-job and off-job training places, including delivery of fully or partially funded training places and other industry-training related projects."
Ministry of Education ,Tertiary Education,10108,10108,International Student Scholarship Scheme,Benefits and Other Unrequited Expenses,,Education,"1,600",2012,Actuals,A,This appropriation is limited to scholarships available to international students wishing to study in New Zealand.  Details of the criteria and selection process for the scheme are available from Education New Zealand.
Ministry of Education ,Tertiary Education,10108,10108,International Student Scholarship Scheme,Benefits and Other Unrequited Expenses,,Education,800,2013,Estimated Actual,A,This appropriation is limited to scholarships available to international students wishing to study in New Zealand.  Details of the criteria and selection process for the scheme are available from Education New Zealand.
Ministry of Education ,Tertiary Education,10108,10108,International Student Scholarship Scheme,Benefits and Other Unrequited Expenses,,Education,800,2014,Main Estimates,A,This appropriation is limited to scholarships available to international students wishing to study in New Zealand.  Details of the criteria and selection process for the scheme are available from Education New Zealand.
Ministry of Education ,Tertiary Education,10116,10116,Study Abroad Awards,Benefits and Other Unrequited Expenses,,Education,"1,042",2012,Actuals,A,"This appropriation is limited to awards granted to provide assistance to top scholars, researchers and teachers to undertake placements abroad and to participate in reciprocal education exchange arrangements with partner countries in selected areas of priority study, teaching and research.  The criteria and selection process are available from Education New Zealand and AFS Intercultural Programmes New Zealand."
Ministry of Education ,Tertiary Education,10116,10116,Study Abroad Awards,Benefits and Other Unrequited Expenses,,Education,"1,290",2013,Estimated Actual,A,"This appropriation is limited to awards granted to provide assistance to top scholars, researchers and teachers to undertake placements abroad and to participate in reciprocal education exchange arrangements with partner countries in selected areas of priority study, teaching and research.  The criteria and selection process are available from Education New Zealand and AFS Intercultural Programmes New Zealand."
Ministry of Education ,Tertiary Education,10116,10116,Study Abroad Awards,Benefits and Other Unrequited Expenses,,Education,"1,290",2014,Main Estimates,A,"This appropriation is limited to awards granted to provide assistance to top scholars, researchers and teachers to undertake placements abroad and to participate in reciprocal education exchange arrangements with partner countries in selected areas of priority study, teaching and research.  The criteria and selection process are available from Education New Zealand and AFS Intercultural Programmes New Zealand."
Ministry of Education ,Tertiary Education,10117,10117,Tertiary Scholarships and Awards,Benefits and Other Unrequited Expenses,,Education,"12,306",2012,Actuals,A,"This appropriation is limited to providing scholarships for tertiary students and other awards in the tertiary sector, and the provision of scholarships and bursaries to Maori and Pasifika students. It includes training assistance under Queen Elizabeth II Study Awards and recognition of outstanding tertiary education teachers.  The guidelines, criteria and process for the various scholarships and awards are available from the Ministry of Education or the Tertiary Education Commission."
Ministry of Education ,Tertiary Education,10117,10117,Tertiary Scholarships and Awards,Benefits and Other Unrequited Expenses,,Education,"11,545",2013,Estimated Actual,A,"This appropriation is limited to providing scholarships for tertiary students and other awards in the tertiary sector, and the provision of scholarships and bursaries to Maori and Pasifika students. It includes training assistance under Queen Elizabeth II Study Awards and recognition of outstanding tertiary education teachers.  The guidelines, criteria and process for the various scholarships and awards are available from the Ministry of Education or the Tertiary Education Commission."
Ministry of Education ,Tertiary Education,10117,10117,Tertiary Scholarships and Awards,Benefits and Other Unrequited Expenses,,Education,"12,754",2014,Main Estimates,A,"This appropriation is limited to providing scholarships for tertiary students and other awards in the tertiary sector, and the provision of scholarships and bursaries to Maori and Pasifika students. It includes training assistance under Queen Elizabeth II Study Awards and recognition of outstanding tertiary education teachers.  The guidelines, criteria and process for the various scholarships and awards are available from the Ministry of Education or the Tertiary Education Commission."
Ministry of Education ,Tertiary Education,10806,10806,Apprenticeships Re-boot,Benefits and Other Unrequited Expenses,,Education,"1,600",2013,Estimated Actual,A,This appropriation is limited to payments to eligible apprentices towards their tools and other training related costs.
Ministry of Education ,Tertiary Education,10806,10806,Apprenticeships Re-boot,Benefits and Other Unrequited Expenses,,Education,"13,150",2014,Main Estimates,A,This appropriation is limited to payments to eligible apprentices towards their tools and other training related costs.
Ministry of Education ,Tertiary Education,10104,10104,Auckland University Starpath Project,Non-Departmental Other Expenses,,Education,"2,450",2013,Estimated Actual,A,This appropriation is limited to funding to support the Starpath initiatives at the University of Auckland.
Ministry of Education ,Tertiary Education,10104,10104,Auckland University Starpath Project,Non-Departmental Other Expenses,,Education,"1,000",2014,Main Estimates,A,This appropriation is limited to funding to support the Starpath initiatives at the University of Auckland.
Ministry of Education ,Tertiary Education,10118,10118,Tertiary Education Institutions Merger Support,Non-Departmental Other Expenses,,Education,"1,000",2013,Estimated Actual,A,This appropriation is limited to providing support toward the additional costs related to the merger of particular tertiary education institutions.
Ministry of Education ,Tertiary Education,10118,10118,Tertiary Education Institutions Merger Support,Non-Departmental Other Expenses,,Education,"1,500",2014,Main Estimates,A,This appropriation is limited to providing support toward the additional costs related to the merger of particular tertiary education institutions.
Ministry of Education ,Tertiary Education,10282,10282,Support for International Students,Non-Departmental Other Expenses,,Education,127,2012,Actuals,A,"This appropriation is limited to provision of additional support to international students and their families affected by the Christchurch earthquake, including grants toward costs not covered by ACC, insurance or other support and refunds of tuition and other fees."
Ministry of Education ,Tertiary Education,10807,10807,Literacy and Numeracy Assessment Tool,Non-Departmental Capital Expenditure,,No Functional Classification,250,2013,Estimated Actual,A,This appropriation is limited to development of the online assessment tool for adult literacy and numeracy.
Ministry of Education ,Tertiary Education,10807,10807,Literacy and Numeracy Assessment Tool,Non-Departmental Capital Expenditure,,No Functional Classification,250,2014,Main Estimates,A,This appropriation is limited to development of the online assessment tool for adult literacy and numeracy.
Education Review Office,Education Review Office,3973,3973,Quality of Education Reports and Services,Departmental Output Expenses,,Education,"2,833",2009,Actuals,A,"This appropriation is limited to the provision of national education evaluation reports, policy services, ministerial and contractual services."
Education Review Office,Education Review Office,3973,3973,Quality of Education Reports and Services,Departmental Output Expenses,,Education,"2,719",2010,Actuals,A,"This appropriation is limited to the provision of national education evaluation reports, policy services, ministerial and contractual services."
Education Review Office,Education Review Office,3973,3973,Quality of Education Reports and Services,Departmental Output Expenses,,Education,"2,787",2011,Actuals,A,"This appropriation is limited to the provision of national education evaluation reports, policy services, ministerial and contractual services."
Education Review Office,Education Review Office,3973,3973,Quality of Education Reports and Services,Departmental Output Expenses,,Education,"3,327",2012,Actuals,A,"This appropriation is limited to the provision of national education evaluation reports, policy services, ministerial and contractual services."
Education Review Office,Education Review Office,3973,3973,Quality of Education Reports and Services,Departmental Output Expenses,,Education,"3,208",2013,Estimated Actual,A,"This appropriation is limited to the provision of national education evaluation reports, policy services, ministerial and contractual services."
Education Review Office,Education Review Office,3973,3973,Quality of Education Reports and Services,Departmental Output Expenses,,Education,"3,088",2014,Main Estimates,A,"This appropriation is limited to the provision of national education evaluation reports, policy services, ministerial and contractual services."
Education Review Office,Education Review Office,8922,8939,Early Childhood Education Services,Departmental Output Expenses,,Education,"9,463",2009,Actuals,A,This output class is limited to evaluations of the performance of early childhood education services.
Education Review Office,Education Review Office,8923,8939,Schools and Other Education Service Providers,Departmental Output Expenses,,Education,"17,134",2009,Actuals,A,This output class is limited to evaluations of the performance of schools and other education service providers.
Education Review Office,Education Review Office,8923,8939,Schools and Other Education Service Providers,Departmental Output Expenses,,Education,"16,447",2010,Actuals,A,This output class is limited to evaluations of the performance of schools and other education service providers.
Education Review Office,Education Review Office,8922,8939,Early Childhood Education Services,Departmental Output Expenses,,Education,"9,193",2010,Actuals,A,This output class is limited to evaluations of the performance of early childhood education services.
Education Review Office,Education Review Office,8923,8939,Schools and Other Education Service Providers,Departmental Output Expenses,,Education,"15,777",2011,Actuals,A,This output class is limited to evaluations of the performance of schools and other education service providers.
Education Review Office,Education Review Office,8922,8939,Early Childhood Education Services,Departmental Output Expenses,,Education,"9,708",2011,Actuals,A,This output class is limited to evaluations of the performance of early childhood education services.
Education Review Office,Education Review Office,8922,8939,Early Childhood Education Services,Departmental Output Expenses,,Education,"9,820",2012,Actuals,A,This output class is limited to evaluations of the performance of early childhood education services.
Education Review Office,Education Review Office,8923,8939,Schools and Other Education Service Providers,Departmental Output Expenses,,Education,"15,550",2012,Actuals,A,This output class is limited to evaluations of the performance of schools and other education service providers.
Education Review Office,Education Review Office,8923,8939,Schools and Other Education Service Providers,Departmental Output Expenses,,Education,"14,784",2013,Estimated Actual,A,This output class is limited to evaluations of the performance of schools and other education service providers.
Education Review Office,Education Review Office,8922,8939,Early Childhood Education Services,Departmental Output Expenses,,Education,"9,627",2013,Estimated Actual,A,This output class is limited to evaluations of the performance of early childhood education services.
Education Review Office,Education Review Office,8923,8939,Schools and Other Education Service Providers,Departmental Output Expenses,,Education,"14,991",2014,Main Estimates,A,This output class is limited to evaluations of the performance of schools and other education service providers.
Education Review Office,Education Review Office,8922,8939,Early Childhood Education Services,Departmental Output Expenses,,Education,"9,927",2014,Main Estimates,A,This output class is limited to evaluations of the performance of early childhood education services.
Education Review Office,Education Review Office,9211,9211,Education Review Office - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,Education,"1,202",2009,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Education Review Office, as authorised by section 24(1) of the Public Finance Act 1989."
Education Review Office,Education Review Office,9211,9211,Education Review Office - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,Education,"1,656",2010,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Education Review Office, as authorised by section 24(1) of the Public Finance Act 1989."
Education Review Office,Education Review Office,9211,9211,Education Review Office - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,Education,750,2011,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Education Review Office, as authorised by section 24(1) of the Public Finance Act 1989."
Education Review Office,Education Review Office,9211,9211,Education Review Office - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,Education,689,2012,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Education Review Office, as authorised by section 24(1) of the Public Finance Act 1989."
Education Review Office,Education Review Office,9211,9211,Education Review Office - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,Education,"1,715",2013,Estimated Actual,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Education Review Office, as authorised by section 24(1) of the Public Finance Act 1989."
Education Review Office,Education Review Office,9211,9211,Education Review Office - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,Education,"1,307",2014,Main Estimates,A,"This appropriation is limited to the purchase or development of assets by and for the use of the Education Review Office, as authorised by section 24(1) of the Public Finance Act 1989."
Ministry for the Environment,Environment,300,300,Environmental Policy Advice,Departmental Output Expenses,,Environmental Protection,"40,194",2009,Actuals,A,"This appropriation is limited to advice on environmental policies, issues and the implementation of government decisions to achieve a healthy environment, which sustains nature and people; and Ministerial servicing."
Ministry for the Environment,Environment,300,300,Environmental Policy Advice,Departmental Output Expenses,,Environmental Protection,"35,802",2010,Actuals,A,"This appropriation is limited to advice on environmental policies, issues and the implementation of government decisions to achieve a healthy environment, which sustains nature and people; and Ministerial servicing."
Ministry for the Environment,Environment,300,300,Environmental Policy Advice,Departmental Output Expenses,,Environmental Protection,"33,838",2011,Actuals,A,"This appropriation is limited to advice on environmental policies, issues and the implementation of government decisions to achieve a healthy environment, which sustains nature and people; and Ministerial servicing."
Ministry for the Environment,Environment,301,301,Delivery of Environmental Management Programmes,Departmental Output Expenses,,Environmental Protection,"1,100",2009,Actuals,A,"This appropriation is limited to the contracting, managing, monitoring, and auditing of a range of environmental management programmes delivered by third parties."
Ministry for the Environment,Environment,301,301,Delivery of Environmental Management Programmes,Departmental Output Expenses,,Environmental Protection,"1,096",2010,Actuals,A,"This appropriation is limited to the contracting, managing, monitoring, and auditing of a range of environmental management programmes delivered by third parties."
Ministry for the Environment,Environment,301,301,Delivery of Environmental Management Programmes,Departmental Output Expenses,,Environmental Protection,"1,382",2011,Actuals,A,"This appropriation is limited to the contracting, managing, monitoring, and auditing of a range of environmental management programmes delivered by third parties."
Ministry for the Environment,Environment,7777,7777,Bioethics Council,Departmental Output Expenses,,Core Government Services,815,2009,Actuals,A,"This appropriation is limited to supporting the effective operation of the Bioethics Council comprising advice, research, public dialogue, provision of information and administration."
Ministry for the Environment,Environment,8999,8999,Environmental assistance to the Pacific Islands,Departmental Output Expenses,,Environmental Protection,126,2009,Actuals,A,Environmental clean-up of Pacific Island sites.
Ministry for the Environment,Environment,8999,8999,Environmental assistance to the Pacific Islands,Departmental Output Expenses,,Environmental Protection,27,2010,Actuals,A,Environmental clean-up of Pacific Island sites.
Ministry for the Environment,Environment,8999,8999,Environmental assistance to the Pacific Islands,Departmental Output Expenses,,Environmental Protection,24,2011,Actuals,A,Environmental clean-up of Pacific Island sites.
